GW Pos. Heuristic,ED Sched. Method,Position distr.,Periods distr.,Map size,ED Number,ED Dens. (1/m^2),Max. SF,GW Number,Channels used,ED Unfeas. Instances,Coverage %,GW Avg. UF,Elapsed,Iterations,Exit condition
Random Comb.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,13,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.10,13,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.08,12,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.09,13,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.09,12,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.06,12,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,12,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.08,13,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.08,12,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.08,12,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.16,51,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.18,51,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.13,50,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.19,51,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.19,50,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.16,53,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.15,50,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.13,51,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.17,50,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.18,51,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.19,315,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.17,320,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.18,314,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.19,320,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.18,315,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.19,328,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.18,316,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.19,320,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.18,313,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.20,362,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,2,2,0,100.00,0.66,1254,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,10000,1.00,12,2,2,0,100.00,0.66,1283,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1373,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1418,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1381,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.26,1415,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1376,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.27,1413,10000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1364,10000,Max. coverage
Random Comb.,None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1501,10000,Max. coverage
