0,51,471,0
0,51,919,0
0,49,983,0
0,46,1057,0
0,45,1130,0
0,45,1226,0
0,64,795,0
0,49,1218,0
0,43,1534,0
0,43,894,0
0,48,867,0
0,54,948,0
0,74,843,0
0,55,865,0
0,45,1804,0
0,46,1160,0
0,57,929,0
0,50,980,0
0,56,814,0
0,48,1057,0
0,59,536,0
0,40,1224,0
0,56,647,0
0,33,2163,0
0,45,1075,0
0,55,744,0
0,47,1163,0
0,44,1243,0
0,33,2014,0
0,52,806,0
0,63,514,0
0,71,448,0
0,54,582,0
0,56,754,0
0,50,1098,0
0,48,1006,0
0,74,843,0
0,53,794,0
0,56,659,0
0,43,1037,0
0,47,804,0
0,41,1448,0
0,40,1732,0
0,51,730,0
0,46,1534,0
0,61,425,0
0,53,734,0
0,52,826,0
0,66,482,0
0,51,984,0
0,51,859,0
0,50,1079,0
0,55,1022,0
0,64,332,0
0,45,638,0
0,66,728,0
0,58,322,0
0,54,1033,0
0,53,692,0
0,42,1447,0
0,69,464,0
0,58,576,0
0,53,607,0
0,48,1128,0
0,50,1101,0
0,72,190,0
0,55,899,0
0,71,448,0
0,57,933,0
0,59,536,0
0,47,1163,0
0,52,1103,0
0,49,1122,0
0,50,718,0
0,59,536,0
0,58,322,0
0,74,337,0
0,52,610,0
0,54,587,0
0,69,467,0
0,46,1096,0
0,62,479,0
0,64,648,0
0,48,716,0
0,61,595,0
0,43,1534,0
0,53,728,0
0,56,405,0
0,52,829,0
0,43,1422,0
0,62,694,0
0,48,932,0
0,58,768,0
0,49,1078,0
0,49,996,0
0,42,1177,0
0,50,799,0
0,39,1734,0
0,60,487,0
0,73,369,0
0,58,322,0
0,61,593,0
0,52,1016,0
0,66,441,0
0,49,1128,0
0,59,536,0
0,68,224,0
0,51,471,0
0,58,322,0
0,60,617,0
0,53,986,0
0,54,864,0
0,66,280,0
0,59,557,0
0,49,1370,0
0,54,864,0
0,50,791,0
0,58,322,0
0,58,567,0
0,44,1428,0
0,60,388,0
0,68,224,0
0,68,355,0
0,50,665,0
0,60,503,0
0,45,1097,0
0,63,334,0
0,40,1545,0
0,71,448,0
0,61,700,0
0,43,1534,0
0,66,569,0
0,43,1400,0
0,62,357,0
0,47,1412,0
0,62,378,0
0,60,436,0
0,49,516,0
0,61,584,0
0,67,473,0
0,51,471,0
0,71,217,0
0,61,498,0
0,51,580,0
0,64,477,0
0,62,310,0
0,51,471,0
0,53,734,0
0,49,908,0
0,53,862,0
0,68,224,0
0,64,332,0
0,59,575,0
0,59,536,0
0,67,295,0
0,48,867,0
0,55,320,0
0,65,314,0
0,51,471,0
0,52,688,0
0,68,224,0
0,68,224,0
0,58,598,0
0,58,626,0
0,45,1456,0
0,68,224,0
0,61,396,0
0,50,589,0
0,49,765,0
0,50,698,0
0,61,448,0
0,48,836,0
0,49,866,0
0,68,224,0
0,50,782,0
0,50,791,0
0,60,588,0
0,53,814,0
0,62,617,0
0,54,943,0
0,67,234,0
0,61,383,0
0,72,202,0
0,58,468,0
0,61,366,0
0,57,451,0
0,51,807,0
0,67,354,0
0,52,688,0
0,64,332,0
0,53,691,0
0,58,346,0
0,57,487,0
0,69,217,0
0,50,608,0
0,72,190,0
0,68,224,0
0,70,217,0
0,68,224,0
0,59,366,0
0,64,488,0
0,65,481,0
0,64,412,0
0,68,224,0
0,68,224,0
0,60,703,0
0,70,217,0
0,72,202,0
0,69,224,0
0,62,344,0
0,72,190,0
0,72,190,0
0,72,190,0
0,68,224,0
0,73,171,0
0,68,224,0
0,70,224,0
0,68,224,0
0,68,224,0
0,70,217,0
0,68,236,0
0,72,190,0
0,68,224,0
0,69,217,0
0,70,211,0
0,72,190,0
0,0,0,0
0,72,190,0
0,68,224,0
0,74,171,0
0,72,190,0
0,68,224,0
0,72,190,0
0,69,217,0
0,68,224,0
0,72,190,0
0,53,837,0
0,73,169,0
0,70,184,0
0,74,171,0
0,72,190,0
0,69,210,0
0,68,224,0
0,74,171,0
0,72,190,0
0,71,212,0
0,69,224,0
0,68,224,0
0,74,145,0
0,72,190,0
0,72,224,0
0,71,148,0
0,69,224,0
0,69,224,0
0,69,195,0
0,72,190,0
0,68,224,0
0,72,190,0
0,51,750,0
0,74,145,0
0,74,188,0
0,69,224,0
0,75,124,0
0,72,190,0
0,72,190,0
0,72,190,0
0,74,171,0
0,70,224,0
0,74,171,0
0,75,124,0
0,71,148,0
0,71,170,0
0,69,195,0
0,73,174,0
0,72,190,0
0,68,447,0
0,73,174,0
0,73,174,0
0,68,224,0
0,73,174,0
0,72,190,0
0,73,148,0
0,73,169,0
0,69,211,0
0,71,148,0
0,74,171,0
0,74,171,0
0,68,224,0
0,68,224,0
0,75,162,0
0,69,195,0
0,62,641,0
0,72,142,0
0,74,171,0
0,70,184,0
0,72,190,0
0,71,200,0
0,74,149,0
0,72,170,0
0,75,124,0
0,72,142,0
0,71,170,0
0,74,171,0
0,69,227,0
0,73,174,0
0,73,182,0
0,68,376,0
0,68,224,0
0,74,145,0
0,68,224,0
0,69,210,0
0,68,224,0
0,73,174,0
0,69,195,0
0,75,124,0
0,73,174,0
0,68,224,0
0,69,210,0
0,68,224,0
0,75,133,0
0,71,163,0
0,69,222,0
0,72,190,0
0,74,145,0
0,74,153,0
0,68,224,0
0,71,148,0
0,75,142,0
0,70,224,0
0,72,142,0
0,70,184,0
0,69,210,0
0,68,224,0
0,76,127,0
0,71,148,0
0,76,145,0
0,71,215,0
0,75,124,0
0,71,148,0
0,74,145,0
0,77,122,0
0,72,190,0
0,70,184,0
0,75,164,0
0,75,124,0
0,73,169,0
0,70,181,0
0,72,190,0
0,77,115,0
0,77,122,0
0,72,160,0
0,74,162,0
0,75,123,0
0,68,224,0
0,77,122,0
0,74,177,0
0,70,181,0
0,75,124,0
0,72,190,0
0,77,122,0
0,73,146,0
0,69,210,0
0,68,224,0
0,78,122,0
0,71,181,0
0,71,207,0
0,77,115,0
0,75,124,0
0,75,144,0
0,72,178,0
0,76,124,0
0,77,123,0
0,74,156,0
0,69,210,0
0,75,124,0
0,69,210,0
0,68,224,0
0,77,111,0
0,77,122,0
0,75,144,0
0,71,207,0
0,69,224,0
0,76,122,0
0,77,122,0
0,76,124,0
0,77,115,0
0,73,174,0
0,77,124,0
0,75,145,0
0,76,124,0
0,77,122,0
0,76,124,0
0,72,178,0
0,75,144,0
0,74,142,0
0,69,210,0
0,82,109,0
0,75,124,0
0,68,224,0
0,76,124,0
0,77,123,0
0,76,139,0
0,77,113,0
0,76,122,0
0,76,139,0
0,76,122,0
0,74,145,0
0,69,210,0
0,75,123,0
0,76,121,0
0,78,123,0
0,76,124,0
0,75,164,0
0,81,111,0
0,77,122,0
0,75,124,0
0,76,124,0
0,78,118,0
0,73,160,0
0,77,115,0
0,77,115,0
0,76,124,0
0,77,122,0
0,73,174,0
0,80,118,0
0,76,164,0
0,72,180,0
0,81,79,0
0,76,118,0
0,76,122,0
0,77,152,0
0,78,117,0
0,77,115,0
0,69,210,0
0,77,111,0
0,77,117,0
0,77,115,0
0,76,157,0
0,77,111,0
0,78,113,0
0,81,79,0
0,79,92,0
0,81,116,0
0,74,144,0
0,77,113,0
0,81,79,0
0,82,130,0
0,78,53,0
0,76,116,0
0,81,79,0
0,77,123,0
0,76,144,0
0,78,87,0
