0,1,4466,0
0,2,3856,0
0,2,3583,0
0,1,4277,0
0,1,4406,0
0,2,3862,0
0,2,4176,0
0,1,4294,0
0,2,4147,0
0,1,4536,0
0,4,2817,0
0,1,4295,0
0,1,4324,0
0,3,3058,0
0,1,4307,0
0,3,3737,0
0,1,4301,0
0,1,4596,0
0,1,4279,0
0,3,3296,0
0,5,2800,0
0,1,4297,0
0,2,3862,0
0,3,3296,0
0,2,3604,0
0,2,3583,0
0,4,3238,0
0,1,4406,0
0,3,3109,0
0,2,3856,0
0,3,3087,0
0,2,3680,0
0,3,3713,0
0,1,4466,0
0,2,3992,0
0,1,4324,0
0,1,4295,0
0,5,2800,0
0,1,4277,0
0,4,2841,0
0,2,3968,0
0,3,3319,0
0,1,4295,0
0,3,3180,0
0,1,4294,0
0,4,2825,0
0,1,4342,0
0,1,4324,0
0,5,2800,0
0,5,2800,0
0,3,3109,0
0,5,2800,0
0,3,3058,0
0,4,2825,0
0,3,3109,0
0,4,2630,0
0,5,2800,0
0,4,2673,0
0,4,3091,0
0,3,3087,0
0,6,2774,0
0,3,3058,0
0,4,2630,0
0,4,2825,0
0,4,2817,0
0,3,3058,0
0,5,2800,0
0,4,2924,0
0,4,2938,0
0,1,4273,0
0,5,2504,0
0,7,2496,0
0,8,2042,0
0,5,2800,0
0,5,2800,0
0,4,3398,0
0,1,4295,0
0,4,2630,0
0,6,2388,0
0,6,2402,0
0,6,2774,0
0,9,2019,0
0,1,4498,0
0,1,4273,0
0,3,3161,0
0,5,2800,0
0,5,3292,0
0,8,2133,0
0,6,2280,0
0,6,2388,0
0,9,2144,0
0,4,2988,0
0,4,3398,0
0,5,2504,0
0,7,2212,0
0,6,2531,0
0,7,2212,0
0,2,3891,0
0,5,2800,0
0,10,1916,0
0,8,2133,0
0,6,2407,0
0,3,3268,0
0,5,2504,0
0,6,2156,0
0,5,2611,0
0,9,1881,0
0,7,2403,0
0,1,4596,0
0,4,3398,0
0,8,2042,0
0,9,2019,0
0,4,3023,0
0,7,2108,0
0,11,1958,0
0,7,2105,0
0,7,2314,0
0,9,2019,0
0,5,2504,0
0,9,2144,0
0,9,2019,0
0,9,2144,0
0,11,1944,0
0,11,1998,0
0,3,3505,0
0,9,1894,0
0,7,2165,0
0,5,2504,0
0,8,2133,0
0,8,2010,0
0,8,2001,0
0,3,3005,0
0,3,3319,0
0,2,3974,0
0,9,1894,0
0,10,1916,0
0,8,2133,0
0,9,2074,0
0,9,2015,0
0,12,1711,0
0,9,2003,0
0,8,1887,0
0,3,3193,0
0,5,2699,0
0,8,2133,0
0,13,1923,0
0,3,3030,0
0,9,1881,0
0,5,2800,0
0,8,1973,0
0,8,1992,0
0,8,2133,0
0,9,1894,0
0,10,1805,0
0,12,1618,0
0,7,2436,0
0,8,2133,0
0,4,3398,0
0,1,4466,0
0,6,2403,0
0,9,1997,0
0,12,1772,0
0,7,2097,0
0,1,4596,0
0,2,3583,0
0,8,2010,0
0,10,1805,0
0,10,1757,0
0,9,1894,0
0,2,3583,0
0,5,2800,0
0,7,2237,0
0,10,1895,0
0,7,2396,0
0,11,1758,0
0,12,1772,0
0,7,2500,0
0,9,1942,0
0,9,1942,0
0,9,1779,0
0,12,1772,0
0,6,2603,0
0,9,1881,0
0,8,2080,0
0,10,1761,0
0,9,1828,0
0,6,2625,0
0,15,1385,0
0,9,1894,0
0,12,1618,0
0,9,1894,0
0,3,3304,0
0,5,2800,0
0,7,2340,0
0,11,1986,0
0,8,2133,0
0,11,1654,0
0,6,2704,0
0,12,1761,0
0,11,1734,0
0,13,1489,0
0,7,2212,0
0,8,1924,0
0,10,2108,0
0,11,1780,0
0,9,1881,0
0,10,1847,0
0,14,1532,0
0,2,3583,0
0,10,1720,0
0,10,1805,0
0,10,2010,0
0,12,1667,0
0,9,1988,0
0,2,3583,0
0,10,1917,0
0,14,1534,0
0,10,1847,0
0,12,1572,0
0,5,2646,0
0,5,2862,0
0,14,1532,0
0,10,1700,0
0,10,1847,0
0,11,1801,0
0,12,1711,0
0,12,1664,0
0,10,1847,0
0,10,1700,0
0,12,1572,0
0,9,1894,0
0,14,1364,0
0,12,1572,0
0,13,1489,0
0,1,4466,0
0,11,1734,0
0,11,1986,0
0,14,1470,0
0,8,1992,0
0,11,1654,0
0,15,1385,0
0,5,2473,0
0,8,2472,0
0,15,1321,0
0,14,1585,0
0,11,1654,0
0,12,1618,0
0,9,1972,0
0,14,1532,0
0,1,4273,0
0,16,1251,0
0,11,1801,0
0,14,1417,0
0,13,1516,0
0,16,1167,0
0,14,1475,0
0,17,1146,0
