GW Pos. Heuristic,ED Sched. Method,Position distr.,Periods distr.,Map size,ED Number,ED Dens. (1/m^2),Max. SF,GW Number,Channels used,ED Unfeas. Instances,Coverage %,GW Avg. UF,Elapsed,Iterations,Exit condition
Random Comb.,None,Uniform,Soft,100,100,0.01,12,1,1,0,100.00,0.00,0,10000,Max. coverage
Random Comb.,None,Uniform,Soft,250,625,0.01,12,1,1,0,100.00,0.07,9,10000,Max. coverage
Random Comb.,None,Uniform,Soft,500,2500,0.01,12,1,1,0,100.00,0.40,124,10000,Max. coverage
Random Comb.,None,Uniform,Soft,750,5625,0.01,12,3,3,0,100.00,0.40,692,10000,Max. coverage
Random Comb.,None,Uniform,Soft,1000,10000,0.01,12,4,4,0,100.00,0.46,2291,10000,Max. coverage
Random Comb.,None,Uniform,Soft,1500,22500,0.01,12,10,10,0,100.00,0.43,16409,10000,Max. coverage
Random Comb.,None,Uniform,Soft,2000,40000,0.01,12,18,14,0,100.00,0.39,80287,10000,Max. coverage
