GW Pos. Heuristic,ED Sched. Method,Position distr.,Periods distr.,Map size,ED Number,ED Dens. (1/m^2),Max. SF,GW Number,Channels used,ED Unfeas. Instances,Coverage %,GW Avg. UF,Elapsed,Iterations,Exit condition
Springs (Cont.),EDF,Uniform,Medium,2000,1000,0.00,12,9,9,0,100.00,0.04,60,150,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,1000,0.00,12,10,10,0,100.00,0.04,79,190,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,1000,0.00,12,9,9,0,100.00,0.04,62,159,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,1000,0.00,12,9,9,0,100.00,0.04,68,164,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.08,122,148,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.08,115,141,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.08,119,148,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.08,118,147,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,2000,0.00,12,10,10,0,100.00,0.07,148,171,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,5000,0.00,12,12,12,0,100.00,0.15,516,176,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,5000,0.00,12,11,11,0,100.00,0.16,506,174,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,5000,0.00,12,10,10,0,100.00,0.18,466,160,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,5000,0.00,12,11,11,0,100.00,0.16,447,152,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,5000,0.00,12,10,10,0,100.00,0.19,433,153,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,10000,0.00,12,15,15,0,100.00,0.21,2143,230,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,10000,0.00,12,14,14,0,100.00,0.23,1772,204,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,10000,0.00,12,14,14,0,100.00,0.23,1757,201,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,10000,0.00,12,15,15,0,100.00,0.21,1969,226,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,10000,0.00,11,16,15,0,100.00,0.19,4023,249,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,20000,0.01,10,19,7,0,100.00,0.30,21534,335,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,20000,0.01,10,19,9,0,100.00,0.28,21229,327,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,20000,0.01,10,19,9,0,100.00,0.29,22021,345,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,20000,0.01,10,18,8,0,100.00,0.31,20234,304,Max. coverage
Springs (Cont.),EDF,Uniform,Medium,2000,20000,0.01,10,18,8,0,100.00,0.31,20804,315,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.10,13,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.08,12,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,12,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,12,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,12,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.15,51,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.17,51,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.14,51,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.16,51,5000,Max. coverage
