ID,X,Y,Channel,UF,Connected EDs
2000,-29.98,2.21,0,0.10,996
2001,28.55,-2.78,1,0.10,1004
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,3200,2001,9.51,7
1,29.84,41.16,16000,2001,43.96,7
2,-16.48,26.82,8000,2000,28.07,7
3,5.40,-2.26,4000,2001,23.16,7
4,-13.52,1.34,3200,2000,16.49,7
5,41.62,13.57,4000,2001,20.93,7
6,-35.84,10.70,16000,2000,10.31,7
7,-25.71,-36.28,3200,2000,38.73,7
8,-34.33,-9.91,16000,2000,12.88,7
9,-39.12,49.89,16000,2000,48.55,7
10,1.29,33.91,4000,2000,44.53,7
11,-20.40,13.76,4000,2000,15.00,7
12,-0.64,47.28,8000,2000,53.77,7
13,27.14,2.67,3200,2001,5.64,7
14,-9.98,39.15,8000,2000,42.01,7
15,-14.75,30.77,3200,2000,32.37,7
16,-43.02,44.93,4000,2000,44.66,7
17,-41.39,-30.78,4000,2000,34.91,7
18,39.02,-15.11,16000,2001,16.18,7
19,-48.00,-4.23,16000,2000,19.13,7
20,-26.17,47.06,3200,2000,45.01,7
21,35.09,-23.33,4000,2001,21.57,7
22,-12.48,26.02,4000,2000,29.55,7
23,16.77,3.16,16000,2001,13.19,7
24,-6.24,43.18,3200,2000,47.35,7
25,22.10,-21.57,4000,2001,19.87,7
26,14.00,-14.60,4000,2001,18.74,7
27,-33.40,-5.99,3200,2000,8.89,7
28,32.92,-16.97,16000,2001,14.84,7
29,39.34,-14.96,4000,2001,16.27,7
30,45.65,8.86,4000,2001,20.68,7
31,35.87,-6.04,3200,2001,8.01,7
32,-10.16,31.48,4000,2000,35.35,7
33,41.10,-1.75,16000,2001,12.59,7
34,45.03,42.01,16000,2001,47.73,7
35,38.11,14.11,8000,2001,19.40,7
36,11.96,-21.89,3200,2001,25.31,7
37,-19.25,-5.30,16000,2000,13.10,7
38,-31.25,-22.38,4000,2000,24.62,7
39,-8.35,-33.04,3200,2000,41.36,7
40,-39.68,-37.39,8000,2000,40.78,7
41,26.05,48.48,3200,2001,51.32,7
42,18.44,-11.68,4000,2001,13.47,7
43,-13.13,-20.58,16000,2000,28.35,7
44,8.45,-25.56,16000,2001,30.38,7
45,23.21,-37.45,3200,2001,35.08,7
46,-33.59,24.51,16000,2000,22.58,7
47,45.01,-44.75,4000,2001,45.08,7
48,-32.38,-25.99,3200,2000,28.31,7
49,23.27,15.66,3200,2001,19.18,7
50,13.95,25.97,16000,2001,32.25,7
51,-36.51,2.02,16000,2000,6.53,7
52,-43.01,-29.53,8000,2000,34.32,7
53,31.97,7.33,3200,2001,10.67,7
54,-44.81,-34.22,3200,2000,39.33,7
55,-29.57,39.00,16000,2000,36.78,7
56,49.78,-44.59,3200,2001,46.89,7
57,-42.77,-49.58,3200,2000,53.35,7
58,9.39,-31.96,16000,2001,34.91,7
59,-10.83,41.30,3200,2000,43.53,7
60,-14.09,5.25,4000,2000,16.18,7
61,-4.74,18.74,16000,2000,30.17,7
62,3.08,25.73,8000,2001,38.23,7
63,49.22,7.70,3200,2001,23.18,7
64,24.78,12.89,16000,2001,16.12,7
65,24.78,33.32,3200,2001,36.30,7
66,37.33,33.10,3200,2001,36.94,7
67,24.38,40.34,3200,2001,43.32,7
68,16.69,-0.27,16000,2001,12.12,7
69,33.00,38.89,16000,2001,41.91,7
70,14.97,-25.20,4000,2001,26.21,7
71,-27.09,20.06,8000,2000,18.08,7
72,-17.12,-26.86,16000,2000,31.79,7
73,13.31,-27.63,4000,2001,29.16,7
74,1.07,47.15,8000,2000,54.62,7
75,4.61,21.93,16000,2001,34.40,7
76,-2.85,9.25,3200,2000,28.03,7
77,-4.91,-16.36,3200,2000,31.21,7
78,-6.55,-49.68,8000,2000,56.94,7
79,9.85,33.32,16000,2001,40.66,7
80,17.55,-1.70,8000,2001,11.06,7
81,-19.50,21.21,16000,2000,21.69,7
82,12.18,-45.91,8000,2001,46.13,7
83,19.60,17.39,4000,2001,22.07,7
84,-15.29,-31.54,4000,2000,36.81,7
85,12.72,23.07,8000,2001,30.32,7
86,24.04,-29.78,3200,2001,27.37,7
87,18.48,15.31,8000,2001,20.71,7
88,3.24,-41.24,8000,2001,46.03,7
89,37.74,18.61,16000,2001,23.28,7
90,-38.87,-13.84,4000,2000,18.35,7
91,9.32,16.66,8000,2001,27.34,7
92,27.58,-21.16,8000,2001,18.41,7
93,-31.02,48.44,16000,2000,46.23,7
94,32.74,-16.85,16000,2001,14.68,7
95,-6.35,45.86,3200,2000,49.64,7
96,26.49,19.91,16000,2001,22.78,7
97,18.58,-11.62,3200,2001,13.32,7
98,44.31,41.63,3200,2001,47.12,7
99,-29.65,29.37,4000,2000,27.15,7
100,-20.27,40.49,3200,2000,39.49,7
101,37.40,-0.19,4000,2001,9.22,7
102,-33.72,-22.61,3200,2000,25.10,7
103,-0.76,-3.63,3200,2001,29.32,7
104,-0.40,-20.89,16000,2001,34.15,7
105,18.42,22.76,16000,2001,27.47,7
106,10.31,-0.76,3200,2001,18.35,7
107,22.43,-32.18,16000,2001,30.03,7
108,-0.15,-37.87,16000,2001,45.33,7
109,-13.96,-17.52,3200,2000,25.42,7
110,40.85,12.21,3200,2001,19.39,7
111,31.81,-0.39,8000,2001,4.04,7
112,-10.57,15.88,4000,2000,23.75,7
113,-24.11,-34.88,16000,2000,37.55,7
114,-39.22,14.72,8000,2000,15.54,7
115,-21.17,-16.86,16000,2000,21.01,7
116,-7.27,43.45,4000,2000,47.08,7
117,-23.45,15.87,3200,2000,15.14,7
