ID,X,Y,Channel,UF,Connected EDs
10,-6.73,18.52,0,0.01,10
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,320,10,50.06,7
1,29.84,41.16,1600,10,43.02,7
2,-16.48,26.82,800,10,12.81,7
3,5.40,-2.26,400,10,24.06,7
4,-13.52,1.34,320,10,18.47,7
5,41.62,13.57,400,10,48.60,7
6,-35.84,10.70,1600,10,30.14,7
7,-25.71,-36.28,320,10,57.99,7
8,-34.33,-9.91,1600,10,39.62,7
9,-39.12,49.89,1600,10,45.09,7
