ID,X,Y,Channel,UF,Connected EDs
1000,28.15,-0.48,0,0.05,483
1001,-24.40,7.88,1,0.05,517
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,3200,1000,11.67,7
1,29.84,41.16,16000,1000,41.68,7
2,-16.48,26.82,8000,1001,20.53,7
3,5.40,-2.26,4000,1000,22.82,7
4,-13.52,1.34,3200,1001,12.69,7
5,41.62,13.57,4000,1000,19.47,7
6,-35.84,10.70,16000,1001,11.78,7
7,-25.71,-36.28,3200,1001,44.17,7
8,-34.33,-9.91,16000,1001,20.37,7
9,-39.12,49.89,16000,1001,44.52,7
10,1.29,33.91,4000,1001,36.57,7
11,-20.40,13.76,4000,1001,7.11,7
12,-0.64,47.28,8000,1001,46.01,7
13,27.14,2.67,3200,1000,3.31,7
14,-9.98,39.15,8000,1001,34.44,7
15,-14.75,30.77,3200,1001,24.84,7
16,-43.02,44.93,4000,1001,41.47,7
17,-41.39,-30.78,4000,1001,42.23,7
18,39.02,-15.11,16000,1000,18.23,7
19,-48.00,-4.23,16000,1001,26.53,7
20,-26.17,47.06,3200,1001,39.23,7
21,35.09,-23.33,4000,1000,23.89,7
22,-12.48,26.02,4000,1001,21.71,7
23,16.77,3.16,16000,1000,11.94,7
24,-6.24,43.18,3200,1001,39.70,7
25,22.10,-21.57,4000,1000,21.94,7
26,14.00,-14.60,4000,1000,19.99,7
27,-33.40,-5.99,3200,1001,16.54,7
28,32.92,-16.97,16000,1000,17.16,7
29,39.34,-14.96,4000,1000,18.30,7
30,45.65,8.86,4000,1000,19.84,7
31,35.87,-6.04,3200,1000,9.52,7
32,-10.16,31.48,4000,1001,27.56,7
33,41.10,-1.75,16000,1000,13.01,7
34,45.03,42.01,16000,1000,45.72,7
35,38.11,14.11,8000,1000,17.66,7
36,11.96,-21.89,3200,1000,26.84,7
37,-19.25,-5.30,16000,1001,14.14,7
38,-31.25,-22.38,4000,1001,31.02,7
39,-8.35,-33.04,3200,1001,43.95,7
40,-39.68,-37.39,8000,1001,47.78,7
41,26.05,48.48,3200,1000,49.00,7
42,18.44,-11.68,4000,1000,14.82,7
43,-13.13,-20.58,16000,1001,30.61,7
44,8.45,-25.56,16000,1000,31.89,7
45,23.21,-37.45,3200,1000,37.30,7
46,-33.59,24.51,16000,1001,19.00,7
47,45.01,-44.75,4000,1000,47.37,7
48,-32.38,-25.99,3200,1001,34.80,7
49,23.27,15.66,3200,1000,16.86,7
50,13.95,25.97,16000,1000,30.02,7
51,-36.51,2.02,16000,1001,13.45,7
52,-43.01,-29.53,8000,1001,41.79,7
53,31.97,7.33,3200,1000,8.70,7
54,-44.81,-34.22,3200,1001,46.78,7
55,-29.57,39.00,16000,1001,31.54,7
56,49.78,-44.59,3200,1000,49.13,7
57,-42.77,-49.58,3200,1001,60.33,7
58,9.39,-31.96,16000,1000,36.65,7
59,-10.83,41.30,3200,1001,36.07,7
60,-14.09,5.25,4000,1001,10.64,7
61,-4.74,18.74,16000,1001,22.46,7
62,3.08,25.73,8000,1001,32.77,7
63,49.22,7.70,3200,1000,22.61,7
64,24.78,12.89,16000,1000,13.79,7
65,24.78,33.32,3200,1000,33.97,7
66,37.33,33.10,3200,1000,34.82,7
67,24.38,40.34,3200,1000,40.99,7
68,16.69,-0.27,16000,1000,11.46,7
69,33.00,38.89,16000,1000,39.67,7
70,14.97,-25.20,4000,1000,28.01,7
71,-27.09,20.06,8000,1001,12.48,7
72,-17.12,-26.86,16000,1001,35.49,7
73,13.31,-27.63,4000,1000,30.95,7
74,1.07,47.15,8000,1001,46.80,7
75,4.61,21.93,16000,1001,32.23,7
76,-2.85,9.25,3200,1001,21.59,7
77,-4.91,-16.36,3200,1001,31.11,7
78,-6.55,-49.68,8000,1000,60.20,7
79,9.85,33.32,16000,1000,38.44,7
80,17.55,-1.70,8000,1000,10.67,7
81,-19.50,21.21,16000,1001,14.20,7
82,12.18,-45.91,8000,1000,48.16,7
83,19.60,17.39,4000,1000,19.81,7
84,-15.29,-31.54,4000,1001,40.45,7
85,12.72,23.07,8000,1000,28.16,7
86,24.04,-29.78,3200,1000,29.59,7
87,18.48,15.31,8000,1000,18.52,7
88,3.24,-41.24,8000,1000,47.76,7
89,37.74,18.61,16000,1000,21.37,7
90,-38.87,-13.84,4000,1001,26.10,7
91,9.32,16.66,8000,1000,25.46,7
92,27.58,-21.16,8000,1000,20.69,7
93,-31.02,48.44,16000,1001,41.10,7
94,32.74,-16.85,16000,1000,17.00,7
95,-6.35,45.86,3200,1001,42.05,7
96,26.49,19.91,16000,1000,20.45,7
97,18.58,-11.62,3200,1000,14.68,7
98,44.31,41.63,3200,1000,45.10,7
99,-29.65,29.37,4000,1001,22.12,7
100,-20.27,40.49,3200,1001,32.87,7
101,37.40,-0.19,4000,1000,9.25,7
102,-33.72,-22.61,3200,1001,31.88,7
103,-0.76,-3.63,3200,1001,26.29,7
104,-0.40,-20.89,16000,1000,35.10,7
105,18.42,22.76,16000,1000,25.19,7
106,10.31,-0.76,3200,1000,17.84,7
107,22.43,-32.18,16000,1000,32.21,7
108,-0.15,-37.87,16000,1000,46.89,7
109,-13.96,-17.52,3200,1001,27.46,7
110,40.85,12.21,3200,1000,17.95,7
111,31.81,-0.39,8000,1000,3.67,7
112,-10.57,15.88,4000,1001,15.98,7
113,-24.11,-34.88,16000,1001,42.76,7
114,-39.22,14.72,8000,1001,16.32,7
115,-21.17,-16.86,16000,1001,24.95,7
116,-7.27,43.45,4000,1001,39.48,7
117,-23.45,15.87,3200,1001,8.05,7
118,-1.26,-34.27,3200,1000,44.80,7
119,12.57,1.77,16000,1000,15.74,7
120,5.76,-7.38,3200,1000,23.43,7
121,-10.56,-25.57,8000,1001,36.19,7
122,22.94,13.87,3200,1000,15.26,7
123,-16.18,39.76,16000,1001,32.92,7
124,-8.92,-49.46,3200,1001,59.39,7
125,27.44,-20.63,16000,1000,20.16,7
126,36.55,22.10,16000,1000,24.09,7
127,-5.09,48.65,4000,1001,45.11,7
128,-28.91,-2.61,3200,1001,11.42,7
129,-40.61,-40.04,8000,1001,50.59,7
130,-19.82,15.71,3200,1001,9.07,7
131,-36.83,-44.85,16000,1001,54.17,7
132,-4.23,28.09,4000,1001,28.55,7
133,-5.74,-38.09,4000,1001,49.61,7
134,7.86,2.99,4000,1000,20.58,7
135,-13.81,-19.57,3200,1001,29.42,7
136,-2.34,-33.02,4000,1000,44.59,7
137,2.57,11.89,4000,1001,27.27,7
138,-26.63,32.98,16000,1001,25.20,7
139,-40.12,42.37,16000,1001,37.91,7
140,-1.83,-27.45,3200,1000,40.32,7
141,-20.92,-14.28,3200,1001,22.43,7
142,-15.57,31.49,4000,1001,25.21,7
143,-46.37,-24.25,3200,1001,38.92,7
144,12.60,33.61,8000,1000,37.47,7
145,-27.90,-30.20,4000,1001,38.24,7
146,-39.03,17.46,3200,1001,17.49,7
147,21.95,-29.96,8000,1000,30.13,7
148,-18.43,-6.60,16000,1001,15.66,7
149,-11.43,3.28,16000,1001,13.76,7
150,5.54,-48.54,8000,1000,53.11,7
151,-11.78,-19.46,4000,1001,30.11,7
152,-23.96,14.97,4000,1001,7.10,7
153,41.96,18.60,3200,1000,23.55,7
154,19.78,-18.80,4000,1000,20.14,7
155,-49.40,3.30,3200,1001,25.42,7
156,11.84,14.27,4000,1000,21.99,7
157,-9.93,-13.78,4000,1001,26.05,7
158,30.19,17.78,16000,1000,18.37,7
159,-46.71,-43.64,4000,1001,56.15,7
160,-31.24,11.90,4000,1001,7.93,7
161,6.78,-49.89,16000,1000,53.83,7
162,-19.48,-23.84,4000,1001,32.10,7
163,35.76,-31.88,8000,1000,32.31,7
164,16.73,37.90,4000,1000,40.04,7
165,-18.68,38.50,16000,1001,31.15,7
166,-34.29,0.35,3200,1001,12.43,7
167,17.57,40.42,16000,1000,42.24,7
168,-10.55,20.61,3200,1001,18.81,7
169,4.74,23.90,3200,1001,33.25,7
170,-26.69,42.66,4000,1001,34.85,7
171,43.34,-0.56,4000,1000,15.19,7
172,43.91,29.96,3200,1000,34.28,7
173,9.45,15.72,3200,1000,24.74,7
174,43.59,-17.55,3200,1000,23.01,7
175,8.92,13.78,3200,1000,23.94,7
176,27.54,29.49,8000,1000,29.98,7
177,10.44,-2.94,16000,1000,17.88,7
178,29.55,36.51,3200,1000,37.01,7
179,16.44,-8.75,4000,1000,14.33,7
180,9.69,14.56,4000,1000,23.81,7
181,-35.17,7.90,16000,1001,10.77,7
182,20.09,1.82,3200,1000,8.38,7
183,1.50,-38.74,8000,1000,46.62,7
184,1.03,-45.15,3200,1000,52.25,7
185,-11.53,13.77,8000,1001,14.15,7
186,-35.60,-8.69,16000,1001,20.00,7
187,-9.32,-48.25,4000,1001,58.12,7
188,7.37,31.29,4000,1000,37.96,7
189,-5.33,-2.26,3200,1001,21.60,7
190,-44.13,-42.57,4000,1001,54.17,7
191,9.73,-27.74,16000,1000,32.90,7
192,13.02,42.35,4000,1000,45.42,7
193,-3.71,-6.14,3200,1001,24.99,7
194,45.27,44.89,3200,1000,48.49,7
195,26.70,-16.64,4000,1000,16.23,7
196,-28.09,-2.24,3200,1001,10.77,7
197,-3.38,38.43,3200,1001,37.08,7
198,-31.62,-4.20,3200,1001,14.07,7
199,26.64,40.48,8000,1000,40.99,7
200,26.16,46.35,8000,1000,46.87,7
201,-9.76,6.08,4000,1001,14.75,7
202,12.22,-30.90,8000,1000,34.34,7
203,-13.99,15.39,3200,1001,12.83,7
204,-28.93,10.65,3200,1001,5.32,7
205,-39.02,-12.64,16000,1001,25.20,7
206,14.65,9.27,4000,1000,16.65,7
207,9.63,-44.11,4000,1000,47.40,7
208,6.36,-25.74,16000,1000,33.36,7
209,-15.62,-49.09,3200,1001,57.64,7
210,10.14,27.07,3200,1000,32.91,7
211,43.33,-32.69,8000,1000,35.61,7
212,-1.23,29.52,4000,1001,31.71,7
213,46.57,-34.47,8000,1000,38.66,7
214,38.22,-13.40,3200,1000,16.38,7
215,24.76,-2.42,8000,1000,3.90,7
216,44.66,-37.77,3200,1000,40.78,7
217,12.32,21.87,3200,1000,27.38,7
218,-31.59,-21.77,16000,1001,30.51,7
219,-29.70,12.61,16000,1001,7.11,7
220,-37.33,-27.24,3200,1001,37.43,7
221,-48.61,-33.92,16000,1001,48.30,7
222,-3.82,14.85,3200,1001,21.73,7
223,-39.91,11.42,16000,1001,15.92,7
224,-10.63,-0.36,8000,1001,16.05,7
225,-20.68,-25.59,3200,1001,33.68,7
226,6.62,-30.93,16000,1000,37.29,7
227,-6.82,31.39,3200,1001,29.36,7
228,-14.36,49.80,16000,1001,43.10,7
229,2.35,-29.91,4000,1000,39.13,7
230,19.98,-17.24,3200,1000,18.64,7
231,14.67,-15.85,16000,1000,20.44,7
232,26.67,30.33,4000,1000,30.85,7
233,18.19,40.42,8000,1000,42.09,7
234,25.25,-20.21,3200,1000,19.94,7
235,-31.09,9.11,16000,1001,6.81,7
236,-39.85,-34.27,16000,1001,44.90,7
237,-36.38,8.91,16000,1001,12.03,7
238,38.96,44.55,16000,1000,46.31,7
239,42.52,-3.09,8000,1000,14.61,7
240,8.70,-33.12,4000,1000,37.99,7
241,-2.36,31.55,3200,1001,32.34,7
242,2.65,8.23,4000,1000,26.94,7
243,-27.48,-23.58,4000,1001,31.61,7
244,3.82,-48.33,3200,1000,53.69,7
245,-15.25,-29.43,4000,1001,38.41,7
246,-9.90,-19.28,4000,1001,30.79,7
247,14.51,-5.67,8000,1000,14.59,7
248,20.32,-16.71,16000,1000,18.02,7
249,25.92,-24.19,4000,1000,23.81,7
250,-48.38,34.51,3200,1001,35.84,7
251,10.08,-17.85,4000,1000,25.07,7
252,2.68,34.80,8000,1001,38.19,7
253,-24.38,-42.68,4000,1001,50.55,7
254,38.98,11.14,4000,1000,15.89,7
255,32.13,45.90,4000,1000,46.55,7
256,-15.60,-14.01,16000,1001,23.58,7
257,-47.61,-49.49,8000,1001,61.89,7
258,-20.71,20.83,3200,1001,13.46,7
259,0.74,-3.25,16000,1001,27.49,7
260,-30.90,-1.64,3200,1001,11.52,7
261,-45.66,-41.56,16000,1001,53.82,7
262,21.14,11.12,16000,1000,13.56,7
263,46.16,36.75,16000,1000,41.35,7
264,-2.41,25.73,3200,1001,28.32,7
265,-49.30,7.86,4000,1001,24.90,7
266,24.37,42.26,16000,1000,42.90,7
267,28.76,44.64,16000,1000,45.13,7
268,-22.51,-26.07,3200,1001,34.00,7
269,-40.50,24.67,8000,1001,23.26,7
270,-32.67,43.77,3200,1001,36.83,7
271,-40.33,48.11,3200,1001,43.27,7
272,-15.85,19.25,8000,1001,14.23,7
273,-6.56,15.40,8000,1001,19.36,7
274,10.05,-37.00,16000,1000,40.76,7
275,-12.20,-36.30,4000,1001,45.84,7
276,-38.55,38.07,4000,1001,33.34,7
277,-28.91,16.83,4000,1001,10.03,7
278,-18.77,44.32,3200,1001,36.88,7
279,-37.79,-46.17,4000,1001,55.69,7
280,-10.07,-28.84,8000,1001,39.42,7
281,-33.98,-19.18,8000,1001,28.70,7
282,-49.46,14.98,16000,1001,26.05,7
283,-3.81,-41.58,3200,1000,52.06,7
284,28.59,18.47,3200,1000,18.95,7
285,36.72,-43.73,16000,1000,44.09,7
286,2.71,-32.29,3200,1000,40.73,7
287,-39.05,-11.20,4000,1001,24.05,7
288,13.84,20.03,4000,1000,25.01,7
289,-9.34,32.24,4000,1001,28.64,7
290,42.16,-27.83,3200,1000,30.73,7
291,-12.58,-11.81,16000,1001,22.96,7
292,30.80,-11.27,4000,1000,11.11,7
293,43.42,34.93,3200,1000,38.56,7
294,21.44,13.52,4000,1000,15.52,7
295,12.47,0.24,4000,1000,15.70,7
296,17.18,-47.05,3200,1000,47.85,7
297,9.97,-36.10,16000,1000,39.99,7
298,-30.41,27.74,3200,1001,20.75,7
299,23.53,-31.60,4000,1000,31.46,7
300,-18.70,-39.44,3200,1001,47.66,7
301,-39.78,-2.02,8000,1001,18.29,7
302,-30.03,-21.23,4000,1001,29.64,7
303,44.70,-27.81,4000,1000,31.95,7
304,27.85,43.63,16000,1000,44.12,7
305,-20.54,6.10,4000,1001,4.25,7
306,37.34,-26.72,4000,1000,27.80,7
307,12.94,33.26,3200,1000,37.01,7
308,27.33,-47.15,4000,1000,46.68,7
309,11.76,26.38,3200,1000,31.46,7
310,-21.57,-42.32,3200,1001,50.28,7
311,-32.73,-32.10,8000,1001,40.84,7
312,-5.70,-12.13,4000,1001,27.39,7
313,-39.93,-17.43,3200,1001,29.69,7
314,10.76,-39.58,3200,1000,42.79,7
315,24.97,-10.12,8000,1000,10.15,7
316,-10.58,-22.78,4000,1001,33.63,7
317,-43.18,40.15,8000,1001,37.34,7
318,38.12,17.48,8000,1000,20.55,7
319,-2.84,-20.76,16000,1001,35.84,7
320,-25.39,7.67,8000,1001,1.02,7
321,-37.39,24.94,8000,1001,21.45,7
322,-1.41,-30.75,3200,1000,42.31,7
323,-36.66,-20.68,16000,1001,31.08,7
324,-49.72,40.08,8000,1001,40.96,7
325,30.86,15.05,4000,1000,15.76,7
326,-32.46,-45.53,3200,1001,54.01,7
327,27.51,-38.70,3200,1000,38.23,7
328,-29.27,49.42,4000,1001,41.83,7
329,16.79,-3.42,3200,1000,11.73,7
330,39.23,21.19,8000,1000,24.34,7
331,-30.65,33.80,16000,1001,26.66,7
332,17.36,-17.61,8000,1000,20.25,7
333,3.25,-4.28,4000,1000,25.18,7
334,21.71,-3.99,4000,1000,7.34,7
335,-49.42,-23.13,16000,1001,39.84,7
336,19.34,-5.59,16000,1000,10.19,7
337,15.31,-28.08,8000,1000,30.44,7
338,1.44,-7.36,8000,1000,27.58,7
339,-44.95,-40.57,3200,1001,52.63,7
340,37.90,48.66,4000,1000,50.10,7
341,-21.57,-31.99,8000,1001,39.96,7
342,-6.10,35.38,4000,1001,33.03,7
343,28.62,-11.37,16000,1000,10.90,7
344,-7.34,-39.66,4000,1001,50.51,7
345,46.77,-39.08,3200,1000,42.85,7
346,-34.07,30.26,8000,1001,24.38,7
347,-10.43,-4.43,4000,1001,18.62,7
348,24.50,47.00,3200,1000,47.62,7
349,-41.15,-47.95,16000,1001,58.29,7
350,39.79,39.95,16000,1000,42.07,7
