ID,X,Y,Channel,UF,Connected EDs
56,497.80,-445.94,320,1056,83.56,8
57,-427.67,-495.84,320,1003,11.75,7
58,93.89,-319.63,1600,1034,88.55,8
59,-108.31,413.03,320,1008,56.88,7
60,-140.90,52.49,400,1011,111.67,8
61,-47.42,187.39,1600,1039,53.31,7
62,30.81,257.29,800,1030,28.68,7
63,492.23,76.97,320,1080,88.68,8
64,247.81,128.91,1600,1043,46.11,7
65,247.80,333.24,320,1071,49.34,7
66,373.27,331.04,320,1010,49.20,7
67,243.81,403.37,320,1040,30.83,7
68,166.88,-2.74,1600,1009,48.22,7
69,330.01,388.95,1600,1015,60.19,7
70,149.71,-251.96,400,1083,78.34,8
71,-270.86,200.62,800,1035,67.71,8
72,-171.22,-268.57,1600,1074,45.57,7
73,133.07,-276.34,400,1034,92.92,8
74,10.69,471.47,800,1060,46.63,7
75,46.11,219.27,1600,1025,37.64,7
76,-28.52,92.54,320,1039,52.73,7
77,-49.08,-163.65,320,1050,57.33,7
78,-65.49,-496.77,800,1077,71.58,8
79,98.48,333.24,1600,1049,9.55,7
80,175.48,-17.05,800,1009,53.37,7
81,-195.04,212.09,1600,1079,62.49,7
82,121.82,-459.14,800,1026,63.84,8
83,195.98,173.94,400,1043,65.43,8
84,-152.88,-315.38,400,1019,48.80,7
85,127.16,230.73,800,1025,65.78,8
86,240.44,-297.79,320,1001,49.48,7
87,184.76,153.13,800,1043,48.75,7
88,32.44,-412.36,800,1024,57.23,7
89,377.38,186.12,1600,1038,35.20,7
90,-388.72,-138.40,400,1055,56.65,7
91,93.21,166.56,800,1025,33.27,7
92,275.77,-211.62,800,1041,15.21,7
93,-310.25,484.36,1600,1067,65.05,8
94,327.39,-168.52,1600,1041,60.07,7
95,-63.50,458.64,320,1000,33.57,7
96,264.87,199.08,1600,1043,107.32,8
97,185.79,-116.17,320,1046,31.65,7
98,443.05,416.27,320,1066,39.57,7
99,-296.45,293.66,400,1081,74.60,8
100,-202.71,404.93,320,1031,79.48,8
101,373.98,-1.86,400,1022,23.82,7
102,-337.24,-226.09,320,1004,70.05,8
103,-7.60,-36.34,320,1045,48.38,7
104,-4.02,-208.95,1600,1064,46.45,7
105,184.18,227.55,1600,1072,58.27,7
106,103.11,-7.58,320,1048,47.00,7
107,224.25,-321.79,1600,1034,64.69,8
108,-1.47,-378.74,1600,1069,50.54,7
109,-139.56,-175.19,320,1014,32.77,7
110,408.48,122.10,320,1038,39.67,7
111,318.13,-3.93,800,1022,65.19,8
112,-105.67,158.83,400,1079,41.57,7
113,-241.09,-348.77,1600,1068,37.55,7
114,-392.15,147.21,800,1089,59.29,7
115,-211.73,-168.61,1600,1037,63.20,8
116,-72.67,434.49,400,1008,47.00,7
117,-234.54,158.75,320,1035,24.30,7
118,-12.57,-342.73,320,1054,45.58,7
119,125.67,17.71,1600,1059,55.65,7
120,57.56,-73.80,320,1021,31.08,7
121,-105.61,-255.67,800,1044,17.94,7
122,229.36,138.65,320,1043,37.47,7
123,-161.76,397.56,1600,1008,92.58,8
124,-89.21,-494.59,320,1077,61.93,7
125,274.39,-206.32,1600,1041,9.84,7
126,365.53,221.01,1600,1042,32.48,7
127,-50.89,486.47,400,1000,13.29,7
128,-289.12,-26.11,320,1063,38.37,7
129,-406.08,-400.44,800,1084,55.12,7
130,-198.24,157.12,320,1035,51.94,7
131,-368.30,-448.49,1600,1016,51.16,7
132,-42.28,280.87,400,1030,55.78,7
133,-57.44,-380.89,400,1054,34.71,7
134,78.63,29.90,400,1052,61.66,7
135,-138.08,-195.71,320,1014,14.23,7
136,-23.42,-330.18,400,1054,38.13,7
137,25.75,118.93,400,1039,86.57,8
138,-266.34,329.81,1600,1086,43.37,7
139,-401.16,423.73,1600,1082,58.68,7
140,-18.27,-274.51,320,1002,59.85,7
141,-209.17,-142.81,320,1037,45.78,7
142,-155.75,314.91,400,1028,53.91,7
143,-463.67,-242.53,320,1053,46.81,7
144,125.96,336.10,800,1049,36.64,7
145,-278.99,-301.98,400,1020,48.46,7
146,-390.27,174.61,320,1089,73.49,8
147,219.46,-299.65,800,1001,60.52,7
148,-184.34,-65.99,1600,1011,55.90,7
149,-114.25,32.85,1600,1011,92.56,8
150,55.40,-485.42,800,1024,53.60,7
151,-117.83,-194.59,400,1014,31.28,7
152,-239.56,149.66,400,1035,13.92,7
153,419.59,185.99,320,1032,13.65,7
154,197.85,-188.05,400,1012,21.73,7
155,-494.00,32.96,320,1017,59.74,7
156,118.45,142.69,400,1025,67.77,8
157,-99.29,-137.85,400,1037,70.09,8
158,301.90,177.81,1600,1038,83.93,8
159,-467.11,-436.44,400,1084,17.20,7
160,-312.38,118.96,400,1076,58.55,7
161,67.83,-498.87,1600,1024,70.83,8
162,-194.76,-238.43,400,1074,48.48,7
163,357.56,-318.84,800,1087,41.28,7
164,167.34,379.01,400,1062,55.57,7
165,-186.77,385.01,1600,1086,89.68,8
166,-342.86,3.46,320,1063,28.19,7
167,175.65,404.17,1600,1062,40.88,7
168,-105.48,206.07,320,1079,43.33,7
169,47.40,238.96,320,1030,45.10,7
170,-266.88,426.58,400,1031,13.84,7
171,433.42,-5.59,400,1022,61.63,7
172,439.13,299.65,320,1010,80.35,8
173,94.50,157.20,320,1025,41.77,7
174,435.85,-175.46,320,1057,83.49,8
175,89.16,137.77,320,1025,57.62,7
176,275.42,294.91,800,1071,36.26,7
177,104.38,-29.44,1600,1048,25.40,7
178,295.49,365.09,320,1071,40.58,7
179,164.41,-87.52,400,1046,48.69,7
180,96.90,145.60,400,1025,53.11,7
181,-351.66,79.02,1600,1076,7.59,7
182,200.91,18.15,320,1009,10.39,7
183,15.05,-387.35,800,1069,53.97,7
184,10.35,-451.50,320,1024,12.49,7
185,-115.34,137.66,800,1079,50.29,7
186,-356.02,-86.92,1600,1055,19.68,7
187,-93.23,-482.54,400,1077,49.45,7
188,73.72,312.95,400,1049,27.79,7
189,-53.26,-22.64,320,1011,83.77,8
190,-441.28,-425.74,400,1084,11.82,7
191,97.28,-277.40,1600,1064,106.95,8
192,130.24,423.51,400,1062,14.13,7
193,-37.15,-61.44,320,1021,64.64,8
194,452.66,448.91,320,1066,16.49,7
195,267.01,-166.43,400,1041,30.91,7
196,-280.86,-22.45,320,1085,42.70,7
197,-33.83,384.32,320,1018,34.57,7
198,-316.23,-41.96,320,1027,19.05,7
199,266.45,404.78,800,1040,26.89,7
200,261.61,463.50,800,1058,16.50,7
201,-97.62,60.78,400,1039,83.91,8
202,122.17,-308.97,800,1034,72.00,8
203,-139.89,153.88,320,1079,27.15,7
204,-289.31,106.54,320,1035,52.97,7
205,-390.22,-126.44,1600,1055,45.59,7
206,146.52,92.69,400,1059,22.44,7
207,96.34,-441.14,400,1026,83.24,8
208,63.62,-257.37,1600,1064,73.52,8
209,-156.16,-490.93,320,1077,81.24,8
210,101.43,270.69,320,1049,66.38,8
211,433.27,-326.94,800,1087,54.37,7
212,-12.28,295.23,400,1030,48.96,7
213,465.68,-344.66,800,1036,23.92,7
214,382.20,-133.97,320,1057,76.21,8
215,247.64,-24.19,800,1033,32.18,7
216,446.64,-377.67,320,1036,51.20,7
217,123.19,218.67,320,1025,56.15,7
218,-315.93,-217.72,1600,1047,78.53,8
219,-297.02,126.13,1600,1035,51.95,7
220,-373.33,-272.45,320,1004,28.73,7
221,-486.13,-339.18,1600,1053,52.82,7
222,-38.15,148.55,320,1039,24.85,7
223,-399.14,114.23,1600,1089,52.47,7
224,-106.25,-3.57,800,1011,59.47,7
225,-206.82,-255.93,320,1074,27.85,7
226,66.16,-309.29,1600,1034,117.97,8
227,-68.16,313.90,320,1028,34.55,7
228,-143.62,497.97,1600,1008,48.84,7
229,23.55,-299.05,400,1002,85.46,8
230,199.79,-172.38,320,1012,30.26,7
231,146.71,-158.52,1600,1012,80.68,8
232,266.70,303.33,400,1071,36.45,7
233,181.92,404.19,800,1062,46.00,7
234,252.48,-202.07,320,1041,22.46,7
235,-310.94,91.11,1600,1076,41.43,7
236,-398.55,-342.72,1600,1020,82.92,8
237,-363.83,89.12,1600,1076,23.07,7
238,389.55,445.50,1600,1066,49.00,7
239,425.22,-30.95,800,1057,65.14,8
240,87.01,-331.16,400,1034,90.32,8
241,-23.65,315.55,320,1018,55.43,7
242,26.52,82.25,400,1052,59.39,7
243,-274.76,-235.83,400,1074,76.29,8
244,38.18,-483.35,320,1024,37.41,7
245,-152.45,-294.29,400,1044,53.65,7
246,-99.01,-192.83,400,1014,49.57,7
247,145.13,-56.66,800,1048,33.77,7
248,203.19,-167.11,1600,1012,33.01,7
249,259.21,-241.89,400,1001,9.66,7
250,-483.82,345.12,320,1082,105.67,8
251,100.76,-178.52,400,1065,50.20,7
252,26.83,348.00,800,1018,36.16,7
253,-243.77,-426.76,400,1068,48.53,7
254,389.81,111.41,400,1038,40.62,7
255,321.33,458.96,400,1015,13.99,7
256,-156.04,-140.06,1600,1037,20.61,7
257,-476.14,-494.92,800,1003,56.23,7
258,-207.11,208.26,320,1079,71.67,8
259,7.41,-32.53,1600,1045,35.46,7
260,-309.02,-16.35,320,1063,18.28,7
261,-456.61,-415.59,1600,1084,19.08,7
262,211.35,111.24,1600,1043,5.63,7
263,461.57,367.47,1600,1010,59.60,7
264,-24.05,257.28,320,1030,28.71,7
265,-493.02,78.61,400,1089,68.01,8
266,243.73,422.57,1600,1040,16.75,7
267,287.64,446.44,1600,1058,21.18,7
268,-225.10,-260.68,320,1074,24.40,7
269,-404.96,246.73,800,1081,50.97,7
270,-326.70,437.71,320,1067,17.09,7
271,-403.32,481.11,320,1082,62.11,7
272,-158.46,192.46,800,1079,21.02,7
273,-65.60,154.03,800,1039,19.69,7
274,100.49,-370.02,1600,1034,72.56,8
275,-122.00,-363.04,400,1019,60.19,7
276,-385.54,380.68,400,1067,73.35,8
277,-289.14,168.33,400,1035,52.75,7
278,-187.66,443.22,320,1008,87.97,8
279,-377.91,-461.74,400,1016,43.12,7
280,-100.70,-288.43,800,1044,15.19,7
281,-339.84,-191.75,800,1047,68.79,8
282,-494.57,149.79,1600,1005,41.21,7
283,-38.05,-415.82,320,1069,15.02,7
284,285.93,184.68,320,1038,101.26,8
285,367.20,-437.33,1600,1056,47.32,7
286,27.07,-322.87,320,1002,87.13,8
287,-390.48,-112.00,400,1055,32.40,7
288,138.41,200.34,400,1025,65.62,8
289,-93.38,322.43,400,1028,8.98,7
290,421.55,-278.27,320,1087,34.87,7
291,-125.80,-118.11,1600,1037,42.32,7
292,307.96,-112.68,400,1033,86.73,8
293,434.18,349.27,320,1010,38.74,7
294,214.43,135.20,400,1043,27.22,7
295,124.66,2.40,400,1048,57.75,7
296,171.84,-470.52,320,1073,33.54,7
297,99.71,-361.00,1600,1034,72.73,8
298,-304.10,277.41,320,1081,58.86,7
299,235.31,-315.97,400,1013,68.21,8
300,-187.01,-394.42,320,1061,19.55,7
301,-397.77,-20.22,800,1017,58.41,7
302,-300.28,-212.26,400,1047,69.65,8
303,447.00,-278.08,400,1087,58.83,7
304,278.46,436.35,1600,1040,20.81,7
305,-205.40,61.01,400,1035,86.76,8
306,373.41,-267.15,400,1023,3.20,7
307,129.36,332.55,320,1049,40.18,7
308,273.30,-471.55,400,1088,38.02,7
309,117.58,263.76,320,1072,56.44,7
310,-215.71,-423.25,320,1061,40.62,7
311,-327.28,-321.01,800,1020,20.90,7
312,-56.96,-121.29,400,1050,66.51,8
313,-399.31,-174.29,320,1004,85.06,8
314,107.60,-395.83,320,1034,73.82,8
315,249.72,-101.22,800,1046,37.93,7
316,-105.76,-227.81,400,1014,45.60,7
317,-431.77,401.55,800,1082,50.93,7
318,381.23,174.85,800,1038,23.68,7
319,-28.36,-207.57,1600,1064,68.76,8
320,-253.93,76.72,800,1035,61.26,7
321,-373.92,249.44,800,1081,20.20,7
322,-14.13,-307.51,320,1002,46.84,7
323,-366.61,-206.83,1600,1004,61.65,7
324,-497.17,400.77,800,1070,54.76,7
325,308.62,150.49,400,1038,72.87,8
326,-324.59,-455.27,320,1016,51.54,7
327,275.06,-387.04,320,1029,78.73,8
328,-292.74,494.20,400,1031,72.57,8
329,167.91,-34.17,320,1048,59.75,7
330,392.32,211.91,800,1042,17.64,7
331,-306.51,337.99,1600,1086,46.15,7
332,173.65,-176.15,800,1012,48.68,7
333,32.51,-42.76,400,1045,8.56,7
334,217.09,-39.93,400,1033,29.92,7
335,-494.16,-231.32,1600,1053,57.73,7
336,193.37,-55.90,1600,1046,46.25,7
337,153.09,-280.85,800,1034,81.99,8
338,14.35,-73.59,800,1021,12.17,7
339,-449.53,-405.68,320,1084,27.88,7
340,379.01,486.64,400,1015,60.71,7
341,-215.72,-319.86,800,1074,37.20,7
342,-61.01,353.78,400,1028,53.01,7
343,286.19,-113.70,1600,1033,72.50,8
344,-73.45,-396.61,400,1077,44.68,7
345,467.69,-390.77,320,1036,46.81,7
346,-340.68,302.60,800,1081,57.98,7
347,-104.32,-44.31,400,1011,28.45,7
348,245.01,470.04,320,1058,33.34,7
349,-411.47,-479.49,1600,1003,11.46,7
350,397.88,399.52,1600,1010,28.89,7
351,-80.86,-316.20,1600,1002,21.01,7
352,278.39,122.79,1600,1043,73.56,8
353,-38.51,-91.02,800,1021,67.53,8
354,101.83,335.53,400,1049,12.51,7
355,-297.77,303.23,400,1086,72.47,8
356,-428.68,462.55,800,1082,30.76,7
357,-115.49,-141.76,320,1037,55.54,7
358,416.85,-396.76,320,1056,43.69,7
359,375.60,-308.23,320,1087,20.66,7
360,428.68,-410.35,320,1056,33.24,7
361,468.39,8.80,1600,1022,91.19,8
362,-311.75,-212.81,400,1047,72.59,8
363,-238.11,248.68,1600,1035,111.48,8
364,221.82,-149.49,320,1012,47.41,7
365,-214.85,52.74,400,1035,90.42,8
366,457.71,124.06,400,1080,34.11,7
367,-67.13,-491.43,320,1077,66.10,8
368,-136.27,425.42,1600,1008,54.95,7
369,-235.38,301.02,800,1086,81.72,8
370,-313.97,229.70,800,1081,43.28,7
371,-493.05,198.10,320,1005,16.48,7
372,-488.32,386.34,1600,1082,68.99,8
373,139.20,-351.77,320,1034,34.37,7
374,175.69,370.05,800,1062,67.36,8
375,47.72,-344.80,320,1054,105.75,8
376,-277.02,-387.09,800,1068,52.98,7
377,360.78,45.78,800,1022,29.75,7
378,356.83,409.51,800,1015,47.13,7
379,456.11,-325.86,1600,1090,37.07,7
380,-252.83,-139.84,320,1047,38.40,7
381,127.88,-132.88,400,1065,69.29,8
382,17.39,-121.20,400,1050,26.82,7
383,194.09,-482.00,400,1073,21.18,7
384,119.47,193.69,400,1025,46.29,7
385,395.35,-258.59,400,1023,21.95,7
386,223.98,-35.61,320,1033,27.42,7
387,-323.34,-174.82,800,1047,45.16,7
388,137.91,-318.00,1600,1034,54.77,7
389,-475.42,-361.89,800,1053,75.05,8
390,-287.73,-114.72,320,1047,28.70,7
391,-370.34,-486.84,1600,1016,19.58,7
392,245.15,30.55,400,1009,41.27,7
393,-253.01,-275.36,400,1074,39.15,7
394,397.06,344.11,1600,1010,27.29,7
395,-82.83,239.47,800,1079,82.35,8
396,-407.51,-36.56,320,1017,53.70,7
397,380.73,140.10,800,1038,11.09,7
398,-285.26,-222.00,800,1047,78.99,8
399,-41.73,-197.42,400,1050,70.28,8
400,375.93,14.85,320,1022,7.10,7
401,153.76,144.51,320,1043,63.07,8
402,298.71,-110.33,400,1033,78.31,8
403,-177.55,136.66,400,1079,57.58,7
404,364.19,33.71,400,1022,18.45,7
405,-400.37,450.89,800,1082,54.89,7
406,76.48,-456.62,320,1024,70.27,8
407,17.72,424.10,800,1060,52.32,7
408,284.14,-361.16,400,1013,77.46,8
409,-267.43,97.11,1600,1035,45.57,7
410,319.10,-26.95,400,1022,76.42,8
411,290.92,-373.19,1600,1013,88.74,8
412,275.90,425.51,400,1040,18.09,7
413,-208.57,-252.04,1600,1074,31.22,7
414,-468.39,-387.84,400,1084,49.21,7
415,115.89,-288.21,400,1034,91.79,8
416,439.65,288.27,400,1042,73.08,8
417,226.85,-194.01,400,1012,9.48,7
418,-345.86,-409.87,320,1016,88.11,8
419,359.44,-177.31,800,1041,87.34,8
420,367.32,-358.20,320,1087,68.49,8
421,-109.95,432.72,320,1008,37.52,7
422,57.29,208.62,320,1025,22.19,7
423,-385.80,-499.95,1600,1016,31.90,7
424,-192.24,-468.35,800,1061,59.19,7
425,-464.96,147.55,800,1089,23.34,7
426,213.20,87.20,800,1043,23.22,7
427,-65.26,-185.96,400,1050,81.42,8
428,-419.62,-31.82,400,1017,40.76,7
429,364.87,-172.37,320,1023,92.11,8
430,-253.52,-305.05,1600,1074,44.93,7
431,-398.88,85.00,1600,1076,52.49,7
432,-417.42,-357.71,320,1084,82.60,8
433,489.54,-243.51,320,1090,73.40,8
434,-355.53,64.25,320,1076,11.17,7
435,-88.45,99.29,800,1039,46.45,7
436,390.42,-187.51,1600,1023,78.23,8
437,-342.45,247.23,800,1081,11.59,7
438,230.68,327.61,320,1071,65.76,8
439,-106.07,192.49,1600,1079,36.60,7
440,-120.13,438.96,800,1008,34.84,7
441,7.62,-459.91,320,1024,3.64,7
442,68.08,-377.34,1600,1069,103.95,8
443,-162.85,-387.79,800,1061,27.29,7
444,-393.73,-243.33,320,1004,16.83,7
445,407.05,168.22,800,1032,23.56,7
446,-144.63,58.64,320,1039,114.82,8
447,-109.11,216.20,400,1079,47.37,7
448,240.45,-53.12,800,1033,3.41,7
449,58.20,340.80,1600,1049,31.50,7
450,203.57,-279.32,1600,1075,57.34,7
451,-456.11,228.30,1600,1005,46.52,7
452,469.21,-203.63,1600,1023,112.68,8
453,-463.18,133.52,800,1089,14.47,7
454,-139.09,239.79,400,1079,58.81,7
455,-250.74,146.84,1600,1035,10.32,7
456,236.90,-497.79,320,1088,22.68,7
457,37.03,-106.90,800,1021,35.74,7
458,-415.61,-366.45,320,1084,75.47,8
459,-40.64,191.75,320,1039,59.34,7
460,26.83,-104.68,320,1021,31.93,7
461,33.25,-60.79,400,1021,13.74,7
462,79.77,-91.58,1600,1048,49.31,7
463,248.94,-54.77,400,1033,6.68,7
464,-469.68,306.15,800,1005,118.32,8
465,68.38,-444.59,1600,1024,64.64,8
466,274.66,292.31,1600,1071,38.83,7
467,39.58,-170.66,800,1064,18.00,7
468,-479.29,-86.27,400,1017,77.06,8
469,448.71,373.10,800,1010,46.69,7
470,217.51,-100.08,400,1046,5.89,7
471,207.00,433.18,1600,1040,51.57,7
472,-75.23,12.94,800,1011,89.42,8
473,-61.08,-238.12,320,1044,54.83,7
474,-413.40,-207.79,400,1004,53.56,7
475,-25.94,360.59,320,1018,23.17,7
476,8.37,135.25,400,1039,67.61,8
477,44.89,-325.17,320,1054,105.03,8
478,474.50,-304.46,800,1090,21.51,7
479,37.66,-355.75,1600,1069,92.29,8
480,292.57,361.76,400,1071,37.44,7
481,-57.21,68.75,400,1039,66.68,8
482,32.22,493.53,1600,1060,41.09,7
483,-469.93,-67.55,800,1017,56.46,7
484,473.15,19.05,400,1022,95.07,8
485,222.38,493.11,800,1058,62.20,7
486,27.02,1.48,1600,1052,24.14,7
487,-376.03,-453.63,800,1016,49.19,7
488,-449.74,-479.14,800,1003,30.11,7
489,-109.71,58.52,400,1039,91.97,8
490,103.41,-148.91,800,1065,43.00,7
491,-283.54,293.88,1600,1086,78.73,8
492,262.68,-173.90,1600,1041,25.37,7
493,321.84,-143.84,800,1041,70.98,8
494,-357.11,-170.69,320,1047,71.51,8
495,256.14,-448.31,320,1088,33.89,7
496,-270.02,78.70,800,1035,63.39,8
497,-160.93,202.67,400,1079,29.55,7
498,122.99,252.94,400,1072,56.60,7
499,-397.56,-356.78,1600,1020,90.17,8
500,226.14,246.64,800,1072,67.32,8
501,-288.40,463.09,800,1031,41.20,7
502,-234.18,225.77,400,1035,89.10,8
503,-186.44,47.61,320,1035,108.02,8
504,293.75,190.50,800,1038,96.15,8
505,292.99,-53.36,800,1033,50.69,7
506,285.35,176.63,320,1038,99.45,8
507,-220.82,-484.30,400,1061,85.29,8
508,319.37,138.69,800,1038,63.35,8
509,-119.57,241.13,400,1079,63.77,8
510,0.02,-32.73,800,1045,42.18,7
511,470.69,178.88,1600,1080,25.12,7
512,-264.75,444.70,320,1031,26.84,7
513,325.89,-241.74,800,1013,52.32,7
514,272.71,-447.99,1600,1088,46.11,7
515,-451.17,345.00,400,1082,101.89,8
516,-123.37,130.35,800,1079,53.59,7
517,-216.86,409.53,800,1031,64.67,8
518,392.32,228.90,320,1042,4.72,7
519,-245.57,-390.66,400,1068,22.88,7
520,259.77,109.36,1600,1043,53.70,7
521,-488.25,80.05,320,1089,63.89,8
522,-273.19,315.29,320,1086,56.95,7
523,-332.35,141.19,1600,1076,70.51,8
524,156.10,-86.11,1600,1048,55.07,7
525,335.05,-37.28,320,1022,72.95,8
526,-39.35,339.35,400,1018,45.25,7
527,262.87,-377.51,800,1029,72.11,8
528,-419.20,-485.19,1600,1003,1.87,7
529,-462.59,-230.76,800,1053,58.37,7
530,235.15,-470.99,320,1088,4.18,7
531,400.16,-459.24,400,1056,23.65,7
532,244.06,-232.43,800,1075,7.00,7
533,32.65,-64.78,320,1021,10.07,7
534,79.49,-408.69,800,1024,91.19,8
535,178.35,426.36,320,1062,35.22,7
536,122.21,-112.99,400,1048,60.13,7
537,-303.57,-350.12,320,1020,55.39,7
538,180.17,-269.32,320,1075,71.16,8
539,392.82,-231.92,1600,1023,37.17,7
540,-285.20,-496.77,1600,1016,68.79,8
541,-353.86,403.39,1600,1067,34.45,7
542,157.52,147.45,800,1043,61.75,7
543,484.20,-319.90,320,1090,8.43,7
