ID,X,Y,Channel,UF,Connected EDs
115,-211.73,-168.61,1600,1001,53.96,7
116,-72.67,434.49,400,1026,51.73,7
117,-234.54,158.75,320,1011,56.84,7
118,-12.57,-342.73,320,1025,24.88,7
119,125.67,17.71,1600,1005,58.73,7
120,57.56,-73.80,320,1024,117.96,8
121,-105.61,-255.67,800,1024,127.59,9
122,229.36,138.65,320,1005,102.85,8
123,-161.76,397.56,1600,1008,61.02,7
124,-89.21,-494.59,320,1009,58.97,7
125,274.39,-206.32,1600,1013,110.38,8
126,365.53,221.01,1600,1022,22.91,7
127,-50.89,486.47,400,1026,33.29,7
128,-289.12,-26.11,320,1007,100.93,8
129,-406.08,-400.44,800,1017,21.38,7
130,-198.24,157.12,320,1011,20.51,7
131,-368.30,-448.49,1600,1017,47.67,7
132,-42.28,280.87,400,1020,91.87,8
133,-57.44,-380.89,400,1025,83.10,8
134,78.63,29.90,400,1005,84.40,8
135,-138.08,-195.71,320,1001,99.23,8
136,-23.42,-330.18,400,1025,33.57,7
137,25.75,118.93,400,1021,108.35,8
138,-266.34,329.81,1600,1019,56.40,7
139,-401.16,423.73,1600,1012,62.68,8
140,-18.27,-274.51,320,1025,64.50,8
141,-209.17,-142.81,320,1001,28.67,7
142,-155.75,314.91,400,1008,66.15,8
143,-463.67,-242.53,320,1000,99.08,8
144,125.96,336.10,800,1020,118.34,8
145,-278.99,-301.98,400,1002,95.94,8
146,-390.27,174.61,320,1006,34.31,7
147,219.46,-299.65,800,1010,92.75,8
148,-184.34,-65.99,1600,1001,52.26,7
149,-114.25,32.85,1600,1021,67.48,8
150,55.40,-485.42,800,1009,91.89,8
151,-117.83,-194.59,400,1024,97.32,8
152,-239.56,149.66,400,1011,62.02,7
153,419.59,185.99,320,1022,85.70,8
154,197.85,-188.05,400,1013,33.80,7
155,-494.00,32.96,320,1007,120.21,8
156,118.45,142.69,400,1005,80.84,8
157,-99.29,-137.85,400,1024,71.09,8
158,301.90,177.81,1600,1022,61.80,7
159,-467.11,-436.44,400,1017,88.37,8
160,-312.38,118.96,400,1006,84.48,8
161,67.83,-498.87,1600,1009,106.91,8
162,-194.76,-238.43,400,1001,121.99,8
163,357.56,-318.84,800,1016,92.69,8
164,167.34,379.01,400,1015,72.46,8
165,-186.77,385.01,1600,1008,78.70,8
166,-342.86,3.46,320,1007,56.37,7
167,175.65,404.17,1600,1015,56.76,7
168,-105.48,206.07,320,1011,88.29,8
169,47.40,238.96,320,1020,11.82,7
170,-266.88,426.58,400,1019,41.88,7
171,433.42,-5.59,400,1027,51.37,7
172,439.13,299.65,320,1022,122.39,8
173,94.50,157.20,320,1005,105.34,8
174,435.85,-175.46,320,1003,66.13,8
175,89.16,137.77,320,1005,93.42,8
176,275.42,294.91,800,1022,97.76,8
177,104.38,-29.44,1600,1005,110.41,8
178,295.49,365.09,320,1015,79.01,8
179,164.41,-87.52,400,1013,80.17,8
