ID,X,Y,Channel,UF,Connected EDs
53,477.74,197.96,0,0.00,10
51,-107.63,284.25,1,0.00,16
52,123.37,-301.79,2,0.00,16
50,-436.54,-380.44,0,0.00,8
ID,X,Y,Period,GW ID,Dist. GW,SF
0,340.19,-105.62,3200,52,292.39,10
1,298.44,411.65,16000,53,278.95,10
2,-164.78,268.23,8000,51,59.35,7
3,53.97,-22.60,4000,52,287.69,10
4,-135.22,13.40,3200,51,272.25,10
5,416.20,135.71,4000,53,87.54,8
6,-358.40,106.97,16000,51,307.10,10
7,-257.11,-362.77,3200,50,180.30,9
8,-343.32,-99.06,16000,50,296.43,10
9,-391.19,498.92,16000,51,355.66,10
10,12.93,339.11,4000,51,132.46,9
11,-203.97,137.55,4000,51,175.50,9
12,-6.42,472.78,8000,51,213.97,9
13,271.36,26.74,3200,53,268.16,10
14,-99.77,391.53,8000,51,107.57,8
15,-147.54,307.72,3200,51,46.30,7
16,-430.24,449.33,4000,51,362.39,10
17,-413.94,-307.79,4000,50,76.09,8
18,390.23,-151.11,16000,52,306.47,10
19,-479.98,-42.30,16000,50,340.92,10
20,-261.72,470.63,3200,51,241.83,9
21,350.92,-233.33,4000,52,237.62,9
22,-124.79,260.25,4000,51,29.51,7
23,167.72,31.61,16000,52,336.34,10
24,-62.36,431.84,3200,51,154.37,9
25,220.95,-215.71,4000,52,130.13,9
26,139.98,-145.95,4000,52,156.73,9
27,-334.03,-59.90,3200,50,336.54,10
28,329.20,-169.66,16000,52,244.59,9
29,393.37,-149.64,4000,52,309.92,10
30,456.47,88.64,4000,53,111.37,8
31,358.68,-60.44,3200,53,284.51,10
32,-101.56,314.77,4000,51,31.11,7
33,410.97,-17.51,16000,53,225.58,9
34,450.25,420.13,16000,53,223.86,9
35,381.06,141.08,8000,53,112.17,8
36,119.60,-218.94,3200,52,82.94,8
37,-192.54,-52.97,16000,51,347.74,10
38,-312.47,-223.77,4000,50,199.86,9
39,-83.50,-330.39,3200,52,208.84,9
40,-396.83,-373.92,8000,50,40.25,7
41,260.48,484.75,3200,53,359.80,10
42,184.45,-116.81,4000,52,194.80,9
43,-131.34,-205.84,16000,52,272.18,10
44,84.49,-255.59,16000,52,60.39,7
45,232.15,-374.53,3200,52,130.85,9
46,-335.90,245.07,16000,51,231.61,9
47,450.10,-447.47,4000,52,357.74,10
48,-323.79,-259.94,3200,50,165.03,9
49,232.65,156.56,3200,53,248.56,9
