ID,X,Y,Channel,UF,Connected EDs
49,232.65,156.56,320,50013,42.79,7
50,139.46,259.73,1600,50009,24.41,7
51,-365.10,20.21,1600,50024,77.98,8
52,-430.09,-295.34,800,50049,29.04,7
53,319.68,73.32,320,50041,40.36,7
54,-448.06,-342.19,320,50043,45.94,7
55,-295.67,389.96,1600,50090,35.92,7
56,497.80,-445.94,320,50058,53.24,7
57,-427.67,-495.84,320,50067,41.87,7
58,93.89,-319.63,1600,50091,58.81,7
59,-108.31,413.03,320,50005,6.85,7
60,-140.90,52.49,400,50062,46.49,7
61,-47.42,187.39,1600,50063,51.72,7
62,30.81,257.29,800,50012,51.51,7
63,492.23,76.97,320,50082,62.50,8
64,247.81,128.91,1600,50092,29.20,7
65,247.80,333.24,320,50025,20.95,7
66,373.27,331.04,320,50042,70.01,8
67,243.81,403.37,320,50025,49.31,7
68,166.88,-2.74,1600,50010,16.04,7
69,330.01,388.95,1600,50080,65.41,8
70,149.71,-251.96,400,50016,71.31,8
71,-270.86,200.62,800,50008,18.51,7
72,-171.22,-268.57,1600,50048,39.27,7
73,133.07,-276.34,400,50016,57.23,7
74,10.69,471.47,800,50002,48.14,7
75,46.11,219.27,1600,50104,20.63,7
76,-28.52,92.54,320,50052,33.61,7
77,-49.08,-163.65,320,50044,61.54,7
78,-65.49,-496.77,800,50004,89.86,8
79,98.48,333.24,1600,50074,56.12,7
80,175.48,-17.05,800,50010,32.43,7
81,-195.04,212.09,1600,50096,32.77,7
82,121.82,-459.14,800,50011,26.79,7
83,195.98,173.94,400,50013,53.84,7
84,-152.88,-315.38,400,50048,42.27,7
85,127.16,230.73,800,50009,19.91,7
86,240.44,-297.79,320,50054,29.73,7
87,184.76,153.13,800,50070,43.39,7
88,32.44,-412.36,800,50066,45.15,7
89,377.38,186.12,1600,50089,55.48,7
90,-388.72,-138.40,400,50000,35.41,7
91,93.21,166.56,800,50104,57.30,7
92,275.77,-211.62,800,50047,50.98,7
93,-310.25,484.36,1600,50015,79.27,8
94,327.39,-168.52,1600,50036,56.00,7
95,-63.50,458.64,320,50002,40.86,7
96,264.87,199.08,1600,50013,20.64,7
97,185.79,-116.17,320,50071,42.44,7
98,443.05,416.27,320,50001,17.63,7
99,-296.45,293.66,400,50101,67.95,8
100,-202.71,404.93,320,50015,70.49,8
101,373.98,-1.86,400,50022,36.38,7
102,-337.24,-226.09,320,50097,65.77,8
103,-7.60,-36.34,320,50006,27.45,7
104,-4.02,-208.95,1600,50044,15.86,7
105,184.18,227.55,1600,50009,38.90,7
106,103.11,-7.58,320,50068,36.36,7
107,224.25,-321.79,1600,50054,36.70,7
108,-1.47,-378.74,1600,50093,56.09,7
109,-139.56,-175.19,320,50069,48.44,7
110,408.48,122.10,320,50082,32.62,7
111,318.13,-3.93,800,50022,19.53,7
112,-105.67,158.83,400,50063,15.30,7
113,-241.09,-348.77,1600,50048,67.67,8
114,-392.15,147.21,800,50073,49.45,7
115,-211.73,-168.61,1600,50055,30.99,7
116,-72.67,434.49,400,50005,43.28,7
117,-234.54,158.75,320,50098,40.60,7
118,-12.57,-342.73,320,50093,34.89,7
119,125.67,17.71,1600,50010,37.29,7
120,57.56,-73.80,320,50068,47.39,7
121,-105.61,-255.67,800,50053,26.40,7
122,229.36,138.65,320,50092,47.57,7
123,-161.76,397.56,1600,50005,53.16,7
124,-89.21,-494.59,320,50004,71.99,8
125,274.39,-206.32,1600,50047,45.63,7
126,365.53,221.01,1600,50089,55.02,7
127,-50.89,486.47,400,50002,51.50,7
128,-289.12,-26.11,320,50024,34.04,7
129,-406.08,-400.44,800,50043,31.88,7
130,-198.24,157.12,320,50098,7.92,7
131,-368.30,-448.49,1600,50067,34.55,7
132,-42.28,280.87,400,50037,43.29,7
133,-57.44,-380.89,400,50093,36.00,7
134,78.63,29.90,400,50040,44.02,7
135,-138.08,-195.71,320,50053,43.07,7
136,-23.42,-330.18,400,50093,28.82,7
137,25.75,118.93,400,50052,72.90,8
138,-266.34,329.81,1600,50095,44.78,7
139,-401.16,423.73,1600,50003,15.33,7
140,-18.27,-274.51,320,50044,57.83,7
141,-209.17,-142.81,320,50055,5.32,7
142,-155.75,314.91,400,50095,68.62,8
143,-463.67,-242.53,320,50102,27.24,7
144,125.96,336.10,800,50074,46.31,7
145,-278.99,-301.98,400,50097,50.73,7
146,-390.27,174.61,320,50073,35.21,7
147,219.46,-299.65,800,50054,14.36,7
148,-184.34,-65.99,1600,50086,40.26,7
149,-114.25,32.85,1600,50062,30.64,7
150,55.40,-485.42,800,50066,37.92,7
151,-117.83,-194.59,400,50053,35.96,7
152,-239.56,149.66,400,50098,44.65,7
153,419.59,185.99,320,50057,21.35,7
154,197.85,-188.05,400,50046,7.03,7
155,-494.00,32.96,320,50094,46.07,7
156,118.45,142.69,400,50070,51.10,7
157,-99.29,-137.85,400,50078,44.29,7
158,301.90,177.81,1600,50089,22.22,7
159,-467.11,-436.44,400,50079,19.15,7
160,-312.38,118.96,400,50028,43.74,7
161,67.83,-498.87,1600,50066,56.24,7
162,-194.76,-238.43,400,50069,44.11,7
163,357.56,-318.84,800,50038,34.90,7
164,167.34,379.01,400,50074,41.94,7
165,-186.77,385.01,1600,50095,62.06,7
166,-342.86,3.46,320,50024,51.93,7
167,175.65,404.17,1600,50074,54.64,7
168,-105.48,206.07,320,50063,36.12,7
169,47.40,238.96,320,50104,40.35,7
170,-266.88,426.58,400,50015,54.45,7
171,433.42,-5.59,400,50027,17.05,7
172,439.13,299.65,320,50042,18.93,7
173,94.50,157.20,320,50104,63.99,8
174,435.85,-175.46,320,50077,49.79,7
175,89.16,137.77,320,50040,74.10,8
176,275.42,294.91,800,50085,50.25,7
177,104.38,-29.44,1600,50068,30.39,7
178,295.49,365.09,320,50025,49.34,7
179,164.41,-87.52,400,50071,20.46,7
180,96.90,145.60,400,50070,71.55,8
181,-351.66,79.02,1600,50051,37.44,7
182,200.91,18.15,320,50010,38.68,7
183,15.05,-387.35,800,50066,71.62,8
184,10.35,-451.50,320,50066,20.35,7
185,-115.34,137.66,800,50063,38.37,7
186,-356.02,-86.92,1600,50031,37.40,7
187,-93.23,-482.54,400,50004,60.12,7
188,73.72,312.95,400,50012,35.11,7
189,-53.26,-22.64,320,50006,26.25,7
190,-441.28,-425.74,400,50079,46.14,7
191,97.28,-277.40,1600,50016,26.50,7
192,130.24,423.51,400,50032,38.39,7
193,-37.15,-61.44,320,50006,20.46,7
194,452.66,448.91,320,50001,19.19,7
195,267.01,-166.43,400,50047,13.74,7
196,-280.86,-22.45,320,50021,42.51,7
197,-33.83,384.32,320,50002,57.18,7
198,-316.23,-41.96,320,50024,2.73,7
199,266.45,404.78,800,50025,54.08,7
200,261.61,463.50,800,50080,44.63,7
201,-97.62,60.78,400,50100,26.85,7
202,122.17,-308.97,800,50091,59.81,7
203,-139.89,153.88,320,50063,46.67,7
204,-289.31,106.54,320,50028,57.72,7
205,-390.22,-126.44,1600,50031,28.75,7
206,146.52,92.69,400,50070,28.14,7
207,96.34,-441.14,400,50011,35.19,7
208,63.62,-257.37,1600,50016,15.12,7
209,-156.16,-490.93,320,50060,55.60,7
210,101.43,270.69,320,50009,56.51,7
211,433.27,-326.94,800,50014,19.04,7
212,-12.28,295.23,400,50012,52.83,7
213,465.68,-344.66,800,50014,42.29,7
214,382.20,-133.97,320,50036,52.36,7
215,247.64,-24.19,800,50064,40.70,7
216,446.64,-377.67,320,50103,55.02,7
217,123.19,218.67,320,50009,29.05,7
218,-315.93,-217.72,1600,50097,51.81,7
219,-297.02,126.13,1600,50028,36.83,7
220,-373.33,-272.45,320,50088,47.56,7
221,-486.13,-339.18,1600,50049,51.07,7
222,-38.15,148.55,320,50063,62.56,8
223,-399.14,114.23,1600,50051,23.02,7
224,-106.25,-3.57,800,50062,26.82,7
225,-206.82,-255.93,320,50048,47.58,7
226,66.16,-309.29,1600,50016,52.31,7
227,-68.16,313.90,320,50037,32.45,7
228,-143.62,497.97,1600,50005,85.50,8
229,23.55,-299.05,400,50016,68.45,8
230,199.79,-172.38,320,50046,9.24,7
231,146.71,-158.52,1600,50046,54.90,7
232,266.70,303.33,400,50025,54.40,7
233,181.92,404.19,800,50074,60.45,7
234,252.48,-202.07,320,50047,36.21,7
235,-310.94,91.11,1600,50028,71.21,8
236,-398.55,-342.72,1600,50043,28.84,7
237,-363.83,89.12,1600,50051,22.28,7
238,389.55,445.50,1600,50001,52.64,7
239,425.22,-30.95,800,50065,33.57,7
240,87.01,-331.16,400,50091,54.37,7
241,-23.65,315.55,320,50012,63.02,8
242,26.52,82.25,400,50052,49.50,7
243,-274.76,-235.83,400,50097,15.58,7
244,38.18,-483.35,320,50066,27.23,7
245,-152.45,-294.29,400,50048,40.94,7
246,-99.01,-192.83,400,50053,39.51,7
247,145.13,-56.66,800,50106,29.42,7
248,203.19,-167.11,1600,50046,15.41,7
249,259.21,-241.89,400,50054,64.71,8
250,-483.82,345.12,320,50084,71.45,8
251,100.76,-178.52,400,50016,82.97,8
252,26.83,348.00,800,50012,41.64,7
253,-243.77,-426.76,400,50029,50.56,7
254,389.81,111.41,400,50041,39.68,7
255,321.33,458.96,400,50080,20.26,7
256,-156.04,-140.06,1600,50078,33.45,7
257,-476.14,-494.92,800,50079,59.72,7
258,-207.11,208.26,320,50096,45.43,7
259,7.41,-32.53,1600,50006,42.91,7
260,-309.02,-16.35,320,50024,28.05,7
261,-456.61,-415.59,1600,50079,36.03,7
262,211.35,111.24,1600,50070,49.50,7
263,461.57,367.47,1600,50076,22.30,7
264,-24.05,257.28,320,50037,67.72,8
265,-493.02,78.61,400,50094,82.92,8
266,243.73,422.57,1600,50080,65.55,8
267,287.64,446.44,1600,50080,16.31,7
268,-225.10,-260.68,320,50048,51.99,7
269,-404.96,246.73,800,50101,55.35,7
270,-326.70,437.71,320,50090,32.46,7
271,-403.32,481.11,320,50075,31.58,7
272,-158.46,192.46,800,50096,30.24,7
273,-65.60,154.03,800,50063,35.30,7
274,100.49,-370.02,1600,50091,25.95,7
275,-122.00,-363.04,400,50004,75.17,8
276,-385.54,380.68,400,50035,44.14,7
277,-289.14,168.33,400,50028,17.08,7
278,-187.66,443.22,320,50015,51.65,7
279,-377.91,-461.74,400,50067,20.41,7
280,-100.70,-288.43,800,50053,59.45,7
281,-339.84,-191.75,800,50045,70.93,8
282,-494.57,149.79,1600,50073,79.04,8
283,-38.05,-415.82,320,50093,70.07,8
284,285.93,184.68,320,50105,19.40,7
285,367.20,-437.33,1600,50017,28.15,7
286,27.07,-322.87,320,50093,77.97,8
287,-390.48,-112.00,400,50031,14.33,7
288,138.41,200.34,400,50009,36.81,7
289,-93.38,322.43,400,50037,37.02,7
290,421.55,-278.27,320,50014,37.44,7
291,-125.80,-118.11,1600,50078,11.41,7
292,307.96,-112.68,400,50059,22.73,7
293,434.18,349.27,320,50076,11.42,7
294,214.43,135.20,400,50070,55.70,7
295,124.66,2.40,400,50010,39.34,7
296,171.84,-470.52,320,50011,55.04,7
297,99.71,-361.00,1600,50091,27.77,7
298,-304.10,277.41,320,50101,59.86,7
299,235.31,-315.97,400,50054,36.76,7
300,-187.01,-394.42,320,50060,61.20,7
301,-397.77,-20.22,800,50094,65.49,8
302,-300.28,-212.26,400,50097,45.72,7
303,447.00,-278.08,400,50014,32.21,7
304,278.46,436.35,1600,50080,28.23,7
305,-205.40,61.01,400,50021,70.15,8
306,373.41,-267.15,400,50038,61.97,7
307,129.36,332.55,320,50074,50.00,7
308,273.30,-471.55,400,50061,38.42,7
309,117.58,263.76,320,50009,39.72,7
310,-215.71,-423.25,320,50060,35.88,7
311,-327.28,-321.01,800,50087,60.64,7
312,-56.96,-121.29,400,50078,79.55,8
313,-399.31,-174.29,320,50000,14.81,7
314,107.60,-395.83,320,50091,33.06,7
315,249.72,-101.22,800,50099,20.66,7
316,-105.76,-227.81,400,50053,6.77,7
317,-431.77,401.55,800,50035,7.69,7
318,381.23,174.85,800,50089,60.64,7
319,-28.36,-207.57,1600,50044,13.90,7
320,-253.93,76.72,800,50021,65.87,8
321,-373.92,249.44,800,50101,35.64,7
322,-14.13,-307.51,320,50093,51.06,7
323,-366.61,-206.83,1600,50000,60.80,7
324,-497.17,400.77,800,50035,73.09,8
325,308.62,150.49,400,50092,36.21,7
326,-324.59,-455.27,320,50029,67.48,8
327,275.06,-387.04,320,50023,37.02,7
328,-292.74,494.20,400,50015,65.36,8
329,167.91,-34.17,320,50010,47.18,7
330,392.32,211.91,800,50057,53.39,7
331,-306.51,337.99,1600,50090,70.69,8
332,173.65,-176.15,800,50046,23.62,7
333,32.51,-42.76,400,50068,43.59,7
334,217.09,-39.93,400,50064,14.01,7
335,-494.16,-231.32,1600,50102,36.22,7
336,193.37,-55.90,1600,50064,26.34,7
337,153.09,-280.85,800,50054,59.98,7
338,14.35,-73.59,800,50081,44.15,7
339,-449.53,-405.68,320,50079,47.66,7
340,379.01,486.64,400,50001,81.38,8
341,-215.72,-319.86,800,50048,29.45,7
342,-61.01,353.78,400,50037,71.69,8
343,286.19,-113.70,1600,50099,20.03,7
344,-73.45,-396.61,400,50093,56.66,7
345,467.69,-390.77,320,50058,70.39,8
346,-340.68,302.60,800,50101,29.83,7
347,-104.32,-44.31,400,50086,51.88,7
348,245.01,470.04,320,50080,62.46,7
349,-411.47,-479.49,1600,50067,18.86,7
350,397.88,399.52,1600,50001,54.96,7
351,-80.86,-316.20,1600,50093,45.14,7
352,278.39,122.79,1600,50092,10.83,7
353,-38.51,-91.02,800,50006,50.04,7
354,101.83,335.53,400,50074,52.53,7
355,-297.77,303.23,400,50101,68.75,8
356,-428.68,462.55,800,50018,16.19,7
357,-115.49,-141.76,320,50078,35.21,7
358,416.85,-396.76,320,50103,22.37,7
359,375.60,-308.23,320,50038,50.54,7
360,428.68,-410.35,320,50103,37.30,7
361,468.39,8.80,1600,50027,21.49,7
362,-311.75,-212.81,400,50097,52.20,7
363,-238.11,248.68,1600,50008,44.94,7
364,221.82,-149.49,320,50047,35.47,7
365,-214.85,52.74,400,50021,57.64,7
366,457.71,124.06,400,50082,27.06,7
367,-67.13,-491.43,320,50004,85.15,8
368,-136.27,425.42,1600,50005,24.58,7
369,-235.38,301.02,800,50095,35.44,7
370,-313.97,229.70,800,50008,43.33,7
371,-493.05,198.10,320,50073,70.38,8
372,-488.32,386.34,1600,50035,66.14,8
373,139.20,-351.77,320,50091,21.17,7
374,175.69,370.05,800,50074,51.66,7
375,47.72,-344.80,320,50091,82.21,8
376,-277.02,-387.09,800,50029,15.66,7
377,360.78,45.78,800,50041,44.28,7
378,356.83,409.51,800,50080,66.06,8
379,456.11,-325.86,1600,50014,21.57,7
380,-252.83,-139.84,320,50045,30.60,7
381,127.88,-132.88,400,50071,39.39,7
382,17.39,-121.20,400,50081,9.62,7
383,194.09,-482.00,400,50061,49.35,7
384,119.47,193.69,400,50009,50.34,7
385,395.35,-258.59,400,50014,69.09,8
386,223.98,-35.61,320,50064,18.62,7
387,-323.34,-174.82,800,50045,48.13,7
388,137.91,-318.00,1600,50091,51.92,7
389,-475.42,-361.89,800,50043,65.13,8
390,-287.73,-114.72,320,50045,38.85,7
391,-370.34,-486.84,1600,50067,34.10,7
392,245.15,30.55,400,50072,49.42,7
393,-253.01,-275.36,400,50097,33.61,7
394,397.06,344.11,1600,50076,46.42,7
395,-82.83,239.47,800,50037,46.90,7
396,-407.51,-36.56,320,50031,63.16,8
397,380.73,140.10,800,50041,55.78,7
398,-285.26,-222.00,800,50097,30.60,7
399,-41.73,-197.42,400,50044,30.67,7
400,375.93,14.85,320,50034,38.05,7
401,153.76,144.51,320,50070,29.59,7
402,298.71,-110.33,400,50059,22.85,7
403,-177.55,136.66,400,50098,21.86,7
404,364.19,33.71,400,50022,46.01,7
405,-400.37,450.89,800,50003,11.94,7
406,76.48,-456.62,320,50066,46.67,7
407,17.72,424.10,800,50002,47.47,7
408,284.14,-361.16,400,50056,29.28,7
409,-267.43,97.11,1600,50028,75.06,8
410,319.10,-26.95,400,50022,29.62,7
411,290.92,-373.19,1600,50056,41.88,7
412,275.90,425.51,400,50080,36.36,7
413,-208.57,-252.04,1600,50048,51.82,7
414,-468.39,-387.84,400,50079,51.42,7
415,115.89,-288.21,400,50016,47.61,7
416,439.65,288.27,400,50042,13.44,7
417,226.85,-194.01,400,50046,32.75,7
418,-345.86,-409.87,320,50087,30.38,7
419,359.44,-177.31,800,50036,22.90,7
420,367.32,-358.20,320,50103,46.03,7
421,-109.95,432.72,320,50005,14.76,7
422,57.29,208.62,320,50104,15.27,7
423,-385.80,-499.95,1600,50067,35.47,7
424,-192.24,-468.35,800,50060,15.01,7
425,-464.96,147.55,800,50073,55.69,7
426,213.20,87.20,800,50072,44.35,7
427,-65.26,-185.96,400,50044,56.48,7
428,-419.62,-31.82,400,50094,52.57,7
429,364.87,-172.37,320,50036,20.93,7
430,-253.52,-305.05,1600,50097,58.45,7
431,-398.88,85.00,1600,50051,17.75,7
432,-417.42,-357.71,320,50043,13.06,7
433,489.54,-243.51,320,50077,59.86,7
434,-355.53,64.25,320,50051,43.36,7
435,-88.45,99.29,800,50100,20.07,7
436,390.42,-187.51,1600,50036,10.00,7
437,-342.45,247.23,800,50101,42.07,7
438,230.68,327.61,320,50025,31.38,7
439,-106.07,192.49,1600,50063,23.44,7
440,-120.13,438.96,800,50005,22.00,7
441,7.62,-459.91,320,50066,22.34,7
442,68.08,-377.34,1600,50091,58.98,7
443,-162.85,-387.79,800,50004,57.93,7
444,-393.73,-243.33,320,50088,22.28,7
445,407.05,168.22,800,50057,39.69,7
446,-144.63,58.64,320,50062,53.36,7
447,-109.11,216.20,400,50063,46.84,7
448,240.45,-53.12,800,50064,20.84,7
449,58.20,340.80,1600,50012,37.90,7
450,203.57,-279.32,1600,50054,11.94,7
451,-456.11,228.30,1600,50084,53.67,7
452,469.21,-203.63,1600,50077,25.28,7
453,-463.18,133.52,800,50073,64.89,8
454,-139.09,239.79,400,50096,30.39,7
455,-250.74,146.84,1600,50098,55.91,7
456,236.90,-497.79,320,50061,39.65,7
457,37.03,-106.90,800,50081,14.74,7
458,-415.61,-366.45,320,50043,5.51,7
459,-40.64,191.75,320,50033,52.72,7
460,26.83,-104.68,320,50081,11.65,7
461,33.25,-60.79,400,50068,51.46,7
462,79.77,-91.58,1600,50106,44.72,7
463,248.94,-54.77,400,50064,29.35,7
464,-469.68,306.15,800,50084,30.83,7
465,68.38,-444.59,1600,50066,40.64,7
466,274.66,292.31,1600,50085,49.04,7
467,39.58,-170.66,800,50081,56.14,7
468,-479.29,-86.27,400,50019,14.84,7
469,448.71,373.10,800,50076,16.63,7
470,217.51,-100.08,400,50064,46.41,7
471,207.00,433.18,1600,50032,80.75,8
472,-75.23,12.94,800,50083,12.48,7
473,-61.08,-238.12,320,50044,48.24,7
474,-413.40,-207.79,400,50088,41.92,7
475,-25.94,360.59,320,50002,80.46,8
476,8.37,135.25,400,50033,60.98,7
477,44.89,-325.17,320,50016,74.75,8
478,474.50,-304.46,800,50014,33.27,7
479,37.66,-355.75,1600,50093,85.45,8
480,292.57,361.76,400,50025,45.83,7
481,-57.21,68.75,400,50100,25.93,7
482,32.22,493.53,1600,50002,78.85,8
483,-469.93,-67.55,800,50019,29.06,7
484,473.15,19.05,400,50027,29.73,7
485,222.38,493.11,800,50080,92.64,8
486,27.02,1.48,1600,50068,56.19,7
487,-376.03,-453.63,800,50067,25.27,7
488,-449.74,-479.14,800,50067,53.49,7
489,-109.71,58.52,400,50100,37.28,7
490,103.41,-148.91,800,50071,66.72,8
491,-283.54,293.88,1600,50095,73.55,8
492,262.68,-173.90,1600,50047,12.36,7
493,321.84,-143.84,800,50059,55.35,7
494,-357.11,-170.69,320,50000,54.47,7
495,256.14,-448.31,320,50061,21.26,7
496,-270.02,78.70,800,50021,69.62,8
497,-160.93,202.67,400,50096,19.77,7
498,122.99,252.94,400,50009,28.62,7
499,-397.56,-356.78,1600,50043,17.85,7
500,226.14,246.64,800,50013,52.14,7
501,-288.40,463.09,800,50015,56.17,7
502,-234.18,225.77,400,50008,38.36,7
503,-186.44,47.61,320,50062,68.78,8
504,293.75,190.50,800,50105,12.77,7
505,292.99,-53.36,800,50059,40.00,7
506,285.35,176.63,320,50105,27.31,7
507,-220.82,-484.30,400,50060,37.33,7
508,319.37,138.69,800,50092,43.04,7
509,-119.57,241.13,400,50096,48.18,7
510,0.02,-32.73,800,50006,35.65,7
511,470.69,178.88,1600,50057,31.76,7
512,-264.75,444.70,320,50015,40.26,7
513,325.89,-241.74,800,50038,64.24,8
514,272.71,-447.99,1600,50023,24.02,7
515,-451.17,345.00,400,50035,63.24,8
516,-123.37,130.35,800,50063,48.79,7
517,-216.86,409.53,800,50015,61.32,7
518,392.32,228.90,320,50057,62.52,8
519,-245.57,-390.66,400,50029,41.83,7
520,259.77,109.36,1600,50092,29.44,7
521,-488.25,80.05,320,50094,82.42,8
522,-273.19,315.29,320,50095,54.66,7
523,-332.35,141.19,1600,50028,34.39,7
524,156.10,-86.11,1600,50071,15.31,7
525,335.05,-37.28,320,50022,33.51,7
526,-39.35,339.35,400,50037,70.13,8
527,262.87,-377.51,800,50056,31.82,7
528,-419.20,-485.19,1600,50067,28.42,7
