ID,X,Y,Channel,UF,Connected EDs
117,-234.54,158.75,3200,100005,111.17,8
118,-12.57,-342.73,3200,100013,70.07,8
119,125.67,17.71,16000,100008,162.31,9
120,57.56,-73.80,3200,100002,60.65,7
121,-105.61,-255.67,8000,100013,58.76,7
122,229.36,138.65,3200,100009,156.83,9
123,-161.76,397.56,16000,100021,116.87,8
124,-89.21,-494.59,3200,100000,58.41,7
125,274.39,-206.32,16000,100001,133.89,9
126,365.53,221.01,16000,100006,130.69,9
127,-50.89,486.47,4000,100021,247.99,9
128,-289.12,-26.11,3200,100017,160.22,9
129,-406.08,-400.44,8000,100018,84.85,8
130,-198.24,157.12,3200,100005,74.83,8
131,-368.30,-448.49,16000,100004,88.53,8
132,-42.28,280.87,4000,100019,116.63,8
133,-57.44,-380.89,4000,100000,90.60,8
134,78.63,29.90,4000,100008,119.86,8
135,-138.08,-195.71,3200,100013,123.27,8
136,-23.42,-330.18,4000,100013,53.49,7
137,25.75,118.93,4000,100008,142.79,9
138,-266.34,329.81,16000,100021,58.65,7
139,-401.16,423.73,16000,100021,128.29,9
140,-18.27,-274.51,3200,100013,40.97,7
141,-209.17,-142.81,3200,100003,189.66,9
142,-155.75,314.91,4000,100021,142.20,9
143,-463.67,-242.53,3200,100018,84.46,8
144,125.96,336.10,8000,100014,45.83,7
145,-278.99,-301.98,4000,100003,21.51,7
146,-390.27,174.61,3200,100010,14.50,7
147,219.46,-299.65,8000,100020,68.32,8
148,-184.34,-65.99,16000,100008,160.06,9
149,-114.25,32.85,16000,100008,91.18,8
150,55.40,-485.42,8000,100000,93.51,8
151,-117.83,-194.59,4000,100013,111.90,8
152,-239.56,149.66,4000,100005,116.22,8
153,419.59,185.99,3200,100006,99.51,8
154,197.85,-188.05,4000,100002,168.86,9
155,-494.00,32.96,3200,100017,112.71,8
156,118.45,142.69,4000,100019,124.71,8
157,-99.29,-137.85,4000,100002,138.19,9
158,301.90,177.81,16000,100009,119.16,8
159,-467.11,-436.44,4000,100018,113.92,8
160,-312.38,118.96,4000,100010,99.28,8
161,67.83,-498.87,16000,100000,108.67,8
162,-194.76,-238.43,4000,100003,126.36,9
163,357.56,-318.84,8000,100020,141.51,9
164,167.34,379.01,4000,100014,90.65,8
165,-186.77,385.01,16000,100021,91.43,8
166,-342.86,3.46,3200,100017,123.63,8
167,175.65,404.17,16000,100014,117.14,8
168,-105.48,206.07,3200,100005,54.39,7
169,47.40,238.96,3200,100019,31.57,7
170,-266.88,426.58,4000,100021,40.91,7
171,433.42,-5.59,4000,100009,106.94,8
172,439.13,299.65,3200,100006,69.54,8
173,94.50,157.20,3200,100019,103.73,8
174,435.85,-175.46,3200,100001,135.47,9
175,89.16,137.77,3200,100019,121.92,8
176,275.42,294.91,8000,100012,81.07,8
177,104.38,-29.44,16000,100002,121.31,8
178,295.49,365.09,3200,100012,14.76,7
179,164.41,-87.52,4000,100002,133.13,9
180,96.90,145.60,4000,100019,115.58,8
181,-351.66,79.02,16000,100010,113.38,8
182,200.91,18.15,3200,100001,169.07,9
183,15.05,-387.35,8000,100000,96.71,8
184,10.35,-451.50,3200,100000,50.20,7
185,-115.34,137.66,8000,100005,18.89,7
186,-356.02,-86.92,16000,100017,89.79,8
187,-93.23,-482.54,4000,100000,58.15,7
188,73.72,312.95,4000,100019,54.46,7
189,-53.26,-22.64,3200,100008,22.54,7
190,-441.28,-425.74,4000,100018,101.01,8
191,97.28,-277.40,16000,100007,133.31,9
192,130.24,423.51,4000,100014,131.36,9
193,-37.15,-61.44,3200,100008,50.83,7
194,452.66,448.91,3200,100011,129.35,9
195,267.01,-166.43,4000,100001,104.29,8
196,-280.86,-22.45,3200,100017,169.15,9
197,-33.83,384.32,3200,100019,164.52,9
198,-316.23,-41.96,3200,100017,130.16,9
199,266.45,404.78,8000,100012,56.74,7
200,261.61,463.50,8000,100011,73.21,8
