ID,X,Y,Channel,UF,Connected EDs
2003,-251.16,398.52,0,0.03,286
2002,49.70,411.30,1,0.04,382
2000,-332.43,-96.52,2,0.05,563
2001,215.59,-133.47,3,0.08,769
ID,X,Y,Period,GW ID,Dist. GW,SF
0,340.19,-105.62,3200,2001,127.67,9
1,298.44,411.65,16000,2002,248.74,9
2,-164.78,268.23,8000,2003,156.32,9
3,53.97,-22.60,4000,2001,195.99,9
4,-135.22,13.40,3200,2000,225.78,9
5,416.20,135.71,4000,2001,335.71,10
6,-358.40,106.97,16000,2000,205.14,9
7,-257.11,-362.77,3200,2000,276.70,10
8,-343.32,-99.06,16000,2000,11.18,7
9,-391.19,498.92,16000,2003,172.31,9
10,12.93,339.11,4000,2002,81.01,8
11,-203.97,137.55,4000,2003,265.20,10
12,-6.42,472.78,8000,2002,83.24,8
13,271.36,26.74,3200,2001,169.65,9
14,-99.77,391.53,8000,2002,150.78,9
15,-147.54,307.72,3200,2003,137.77,9
16,-430.24,449.33,4000,2003,186.15,9
17,-413.94,-307.79,4000,2000,226.44,9
18,390.23,-151.11,16000,2001,175.53,9
19,-479.98,-42.30,16000,2000,157.19,9
20,-261.72,470.63,3200,2003,72.88,8
21,350.92,-233.33,4000,2001,168.19,9
22,-124.79,260.25,4000,2003,187.31,9
23,167.72,31.61,16000,2001,171.88,9
24,-62.36,431.84,3200,2002,113.93,8
25,220.95,-215.71,4000,2001,82.41,8
26,139.98,-145.95,4000,2001,76.63,8
27,-334.03,-59.90,3200,2000,36.66,7
28,329.20,-169.66,16000,2001,119.24,8
29,393.37,-149.64,4000,2001,178.52,9
30,456.47,88.64,4000,2001,327.65,10
31,358.68,-60.44,3200,2001,160.65,9
32,-101.56,314.77,4000,2003,171.44,9
33,410.97,-17.51,16000,2001,227.20,9
34,450.25,420.13,16000,2002,400.65,10
35,381.06,141.08,8000,2001,320.56,10
36,119.60,-218.94,3200,2001,128.53,9
37,-192.54,-52.97,16000,2000,146.52,9
38,-312.47,-223.77,4000,2000,128.80,9
39,-83.50,-330.39,3200,2000,341.56,10
40,-396.83,-373.92,8000,2000,284.78,10
41,260.48,484.75,3200,2002,223.21,9
42,184.45,-116.81,4000,2001,35.32,7
43,-131.34,-205.84,16000,2000,228.89,9
44,84.49,-255.59,16000,2001,179.16,9
45,232.15,-374.53,3200,2001,241.62,9
46,-335.90,245.07,16000,2003,175.29,9
47,450.10,-447.47,4000,2001,391.91,10
