ID,X,Y,Channel,UF,Connected EDs
2001,-354.04,41.64,0,0.10,643
2000,297.63,380.31,1,0.06,399
2003,169.61,-88.35,2,0.09,617
2002,-45.83,-498.33,3,0.05,341
ID,X,Y,Period,GW ID,Dist. GW,SF
0,340.19,-105.62,3600,2003,171.45,9
1,298.44,411.65,3600,2000,31.35,7
2,-164.78,268.23,3600,2001,295.23,10
3,53.97,-22.60,3600,2003,133.02,9
4,-135.22,13.40,3600,2001,220.64,9
5,416.20,135.71,3600,2000,271.82,10
6,-358.40,106.97,3600,2001,65.47,8
7,-257.11,-362.77,3600,2002,251.03,10
8,-343.32,-99.06,3600,2001,141.11,9
9,-391.19,498.92,3600,2001,458.79,10
10,12.93,339.11,3600,2000,287.67,10
11,-203.97,137.55,3600,2001,178.10,9
12,-6.42,472.78,3600,2000,317.80,10
13,271.36,26.74,3600,2003,153.62,9
14,-99.77,391.53,3600,2000,397.56,10
15,-147.54,307.72,3600,2001,336.81,10
16,-430.24,449.33,3600,2001,414.75,10
17,-413.94,-307.79,3600,2001,354.53,10
18,390.23,-151.11,3600,2003,229.38,9
19,-479.98,-42.30,3600,2001,151.35,9
20,-261.72,470.63,3600,2001,438.81,10
21,350.92,-233.33,3600,2003,232.16,9
22,-124.79,260.25,3600,2001,316.77,10
23,167.72,31.61,3600,2003,119.97,8
24,-62.36,431.84,3600,2000,363.66,10
25,220.95,-215.71,3600,2003,137.32,9
26,139.98,-145.95,3600,2003,64.78,8
27,-334.03,-59.90,3600,2001,103.49,8
28,329.20,-169.66,3600,2003,179.12,9
29,393.37,-149.64,3600,2003,232.01,9
30,456.47,88.64,3600,2000,332.11,10
31,358.68,-60.44,3600,2003,191.12,9
32,-101.56,314.77,3600,2001,371.94,10
33,410.97,-17.51,3600,2003,251.55,10
34,450.25,420.13,3600,2000,157.73,9
35,381.06,141.08,3600,2000,253.36,10
36,119.60,-218.94,3600,2003,139.84,9
37,-192.54,-52.97,3600,2001,187.17,9
38,-312.47,-223.77,3600,2001,268.64,10
39,-83.50,-330.39,3600,2002,172.11,9
40,-396.83,-373.92,3600,2002,372.39,10
41,260.48,484.75,3600,2000,110.86,8
42,184.45,-116.81,3600,2003,32.10,7
43,-131.34,-205.84,3600,2002,304.73,10
44,84.49,-255.59,3600,2003,187.65,9
45,232.15,-374.53,3600,2003,292.93,10
46,-335.90,245.07,3600,2001,204.23,9
47,450.10,-447.47,3600,2003,455.69,10
48,-323.79,-259.94,3600,2001,303.09,10
49,232.65,156.56,3600,2000,232.99,9
50,139.46,259.73,3600,2000,198.89,9
51,-365.10,20.21,3600,2001,24.12,7
52,-430.09,-295.34,3600,2001,345.47,10
53,319.68,73.32,3600,2003,220.58,9
54,-448.06,-342.19,900,2001,395.19,10
55,-295.67,389.96,3600,2001,353.17,10
56,497.80,-445.94,3600,2003,485.37,10
57,-427.67,-495.84,3600,2002,381.85,10
58,93.89,-319.63,3600,2002,226.84,9
59,-108.31,413.03,3600,2000,407.26,10
60,-140.90,52.49,3600,2001,213.41,9
61,-47.42,187.39,3600,2001,339.49,10
62,30.81,257.29,3600,2000,293.82,10
63,492.23,76.97,3600,2000,360.39,10
64,247.81,128.91,3600,2003,230.90,9
65,247.80,333.24,3600,2000,68.55,8
66,373.27,331.04,1800,2000,90.27,8
67,243.81,403.37,900,2000,58.55,7
68,166.88,-2.74,3600,2003,85.65,8
69,330.01,388.95,3600,2000,33.51,7
70,149.71,-251.96,3600,2003,164.81,9
71,-270.86,200.62,3600,2001,179.42,9
72,-171.22,-268.57,3600,2002,261.74,10
73,133.07,-276.34,3600,2003,191.51,9
74,10.69,471.47,3600,2000,301.08,10
75,46.11,219.27,3600,2000,298.66,10
76,-28.52,92.54,3600,2003,268.28,10
77,-49.08,-163.65,3600,2003,231.29,9
78,-65.49,-496.77,3600,2002,19.72,7
79,98.48,333.24,3600,2000,204.64,9
80,175.48,-17.05,3600,2003,71.54,8
81,-195.04,212.09,3600,2001,233.09,9
82,121.82,-459.14,3600,2002,172.17,9
83,195.98,173.94,3600,2000,230.05,9
84,-152.88,-315.38,3600,2002,211.97,9
85,127.16,230.73,3600,2000,226.79,9
86,240.44,-297.79,3600,2003,221.09,9
87,184.76,153.13,3600,2003,241.95,9
88,32.44,-412.36,3600,2002,116.26,8
89,377.38,186.12,3600,2000,209.92,9
90,-388.72,-138.40,3600,2001,183.35,9
91,93.21,166.56,3600,2003,266.10,10
92,275.77,-211.62,3600,2003,162.69,9
93,-310.25,484.36,3600,2001,444.88,10
94,327.39,-168.52,3600,2003,176.99,9
95,-63.50,458.64,3600,2000,369.53,10
96,264.87,199.08,3600,2000,184.17,9
97,185.79,-116.17,3600,2003,32.18,7
98,443.05,416.27,3600,2000,149.80,9
99,-296.45,293.66,3600,2001,258.51,10
100,-202.71,404.93,3600,2001,393.55,10
101,373.98,-1.86,3600,2003,221.92,9
102,-337.24,-226.09,3600,2001,268.26,10
103,-7.60,-36.34,3600,2003,184.68,9
104,-4.02,-208.95,3600,2003,211.40,9
105,184.18,227.55,3600,2000,190.28,9
106,103.11,-7.58,3600,2003,104.62,8
107,224.25,-321.79,3600,2003,239.76,9
108,-1.47,-378.74,3600,2002,127.55,9
109,-139.56,-175.19,3600,2001,304.99,10
110,408.48,122.10,3600,2000,281.00,10
111,318.13,-3.93,3600,2003,170.84,9
112,-105.67,158.83,3600,2001,274.62,10
113,-241.09,-348.77,3600,2002,245.96,9
114,-392.15,147.21,3600,2001,112.23,8
115,-211.73,-168.61,3600,2001,253.89,10
116,-72.67,434.49,3600,2000,374.25,10
117,-234.54,158.75,3600,2001,167.31,9
118,-12.57,-342.73,3600,2002,159.11,9
119,125.67,17.71,3600,2003,114.80,8
120,57.56,-73.80,3600,2003,112.98,8
