ID,X,Y,Channel,UF,Connected EDs
1001,390.89,64.54,0,0.04,244
1002,-50.55,418.72,1,0.04,242
1003,96.97,-396.98,2,0.04,236
1000,-396.16,-103.58,3,0.04,278
ID,X,Y,Period,GW ID,Dist. GW,SF
0,340.19,-105.62,3600,1001,177.55,9
1,298.44,411.65,3600,1002,349.06,10
2,-164.78,268.23,3600,1002,188.93,9
3,53.97,-22.60,3600,1001,348.01,10
4,-135.22,13.40,3600,1000,285.96,10
5,416.20,135.71,3600,1001,75.54,8
6,-358.40,106.97,3600,1000,213.90,9
7,-257.11,-362.77,3600,1000,294.13,10
8,-343.32,-99.06,3600,1000,53.03,7
9,-391.19,498.92,3600,1002,349.96,10
10,12.93,339.11,3600,1002,101.82,8
11,-203.97,137.55,3600,1000,308.35,10
12,-6.42,472.78,3600,1002,69.79,8
13,271.36,26.74,3600,1001,125.37,9
14,-99.77,391.53,3600,1002,56.23,7
15,-147.54,307.72,3600,1002,147.40,9
16,-430.24,449.33,3600,1002,380.93,10
17,-413.94,-307.79,3600,1000,204.98,9
18,390.23,-151.11,3600,1001,215.65,9
19,-479.98,-42.30,3600,1000,103.83,8
20,-261.72,470.63,3600,1002,217.46,9
21,350.92,-233.33,3600,1001,300.54,10
22,-124.79,260.25,3600,1002,175.00,9
23,167.72,31.61,3600,1001,225.59,9
24,-62.36,431.84,3600,1002,17.65,7
25,220.95,-215.71,3600,1003,219.62,9
26,139.98,-145.95,3600,1003,254.69,10
27,-334.03,-59.90,3600,1000,75.95,8
28,329.20,-169.66,3600,1001,242.19,9
29,393.37,-149.64,3600,1001,214.19,9
30,456.47,88.64,3600,1001,69.86,8
31,358.68,-60.44,3600,1001,129.06,9
32,-101.56,314.77,3600,1002,115.79,8
33,410.97,-17.51,3600,1001,84.47,8
34,450.25,420.13,3600,1001,360.51,10
35,381.06,141.08,3600,1001,77.17,8
36,119.60,-218.94,3600,1003,179.47,9
37,-192.54,-52.97,3600,1000,209.81,9
38,-312.47,-223.77,3600,1000,146.46,9
39,-83.50,-330.39,3600,1003,192.36,9
