ID,X,Y,Channel,UF,Connected EDs
10115,-124.85,239.75,7,0.17,184
10020,218.20,68.67,15,0.09,92
10015,178.19,141.02,13,0.06,58
10120,427.54,-360.42,7,0.06,61
10047,150.65,162.89,22,0.08,80
10034,-460.18,241.21,6,0.08,73
10043,-391.42,266.99,9,0.07,72
10061,440.57,-449.44,9,0.11,110
10044,426.40,-167.38,20,0.13,142
10010,-347.40,291.42,10,0.10,106
10025,-436.41,287.40,11,0.04,43
10068,279.60,118.80,9,0.14,146
10075,472.14,-251.73,16,0.10,102
10118,-494.21,275.34,8,0.02,25
10017,490.15,-345.46,18,0.05,52
10039,426.91,-50.93,17,0.17,174
10033,221.62,207.45,11,0.10,98
10021,75.33,306.48,4,0.23,248
10069,-330.48,369.37,12,0.08,90
10053,285.65,213.56,5,0.10,106
10089,-221.28,406.40,16,0.12,122
10041,-395.04,386.41,13,0.07,79
10087,441.81,60.62,1,0.12,121
10109,-41.93,397.64,18,0.16,173
10006,-188.00,438.14,20,0.03,32
10074,-174.26,442.76,15,0.08,87
10082,-263.63,452.96,21,0.09,96
10066,488.15,74.55,10,0.03,24
10080,265.58,311.93,2,0.14,146
10035,477.53,98.63,12,0.07,78
10119,-389.33,460.29,14,0.04,47
10005,-489.26,436.98,3,0.07,72
10054,-403.70,468.19,22,0.05,45
10093,-0.28,479.18,23,0.09,90
10081,-13.15,494.04,24,0.04,36
10103,415.25,257.39,7,0.18,182
10016,186.65,475.41,10,0.13,138
10032,322.82,416.92,14,0.07,66
10083,289.06,454.64,16,0.06,65
10090,434.96,356.20,19,0.07,68
10100,418.66,374.20,20,0.05,47
10114,287.16,485.94,17,0.03,28
10057,374.22,436.95,21,0.05,64
10026,431.19,425.12,3,0.05,45
10105,481.15,442.17,0,0.06,61
ID,X,Y,Period,GW ID,Dist. GW,SF
0,340.19,-105.62,320,10112,20.85,7
1,298.44,411.65,1600,10032,24.94,7
2,-164.78,268.23,800,10115,49.04,7
3,53.97,-22.60,400,10014,26.16,7
4,-135.22,13.40,320,10110,50.87,7
5,416.20,135.71,400,10035,71.68,8
6,-358.40,106.97,1600,10098,31.76,7
7,-257.11,-362.77,320,10028,27.50,7
8,-343.32,-99.06,1600,10071,70.85,8
9,-391.19,498.92,1600,10054,33.18,7
10,12.93,339.11,400,10021,70.41,8
11,-203.97,137.55,400,10113,39.52,7
12,-6.42,472.78,800,10093,8.86,7
13,271.36,26.74,320,10020,67.70,8
14,-99.77,391.53,800,10109,58.16,7
15,-147.54,307.72,320,10115,71.66,8
16,-430.24,449.33,400,10054,32.57,7
17,-413.94,-307.79,400,10084,9.13,7
18,390.23,-151.11,1600,10044,39.66,7
19,-479.98,-42.30,1600,10003,61.86,7
20,-261.72,470.63,320,10082,17.78,7
21,350.92,-233.33,400,10060,99.78,8
22,-124.79,260.25,400,10115,20.50,7
23,167.72,31.61,1600,10023,14.39,7
24,-62.36,431.84,320,10109,39.83,7
25,220.95,-215.71,400,10091,26.20,7
26,139.98,-145.95,400,10064,90.93,8
27,-334.03,-59.90,320,10071,36.80,7
28,329.20,-169.66,1600,10112,48.76,7
29,393.37,-149.64,400,10044,37.49,7
30,456.47,88.64,400,10035,23.31,7
31,358.68,-60.44,320,10112,65.20,8
32,-101.56,314.77,400,10115,78.55,8
33,410.97,-17.51,1600,10039,37.03,7
34,450.25,420.13,1600,10026,19.70,7
35,381.06,141.08,800,10087,100.82,8
36,119.60,-218.94,320,10064,49.09,7
37,-192.54,-52.97,1600,10110,38.72,7
38,-312.47,-223.77,400,10076,19.18,7
39,-83.50,-330.39,320,10085,35.70,7
40,-396.83,-373.92,800,10101,43.31,7
41,260.48,484.75,320,10114,26.71,7
42,184.45,-116.81,400,10045,65.59,8
43,-131.34,-205.84,1600,10022,56.32,7
44,84.49,-255.59,1600,10064,50.65,7
45,232.15,-374.53,320,10040,62.93,8
46,-335.90,245.07,1600,10010,47.75,7
47,450.10,-447.47,400,10061,9.74,7
48,-323.79,-259.94,320,10076,31.72,7
49,232.65,156.56,320,10033,52.07,7
50,139.46,259.73,1600,10021,79.36,8
51,-365.10,20.21,1600,10029,5.90,7
52,-430.09,-295.34,800,10000,23.54,7
53,319.68,73.32,320,10068,60.62,7
54,-448.06,-342.19,320,10000,38.49,7
55,-295.67,389.96,1600,10069,40.44,7
56,497.80,-445.94,320,10061,57.34,7
57,-427.67,-495.84,320,10101,85.74,8
58,93.89,-319.63,1600,10056,42.68,7
59,-108.31,413.03,320,10109,68.14,8
60,-140.90,52.49,400,10038,42.37,7
61,-47.42,187.39,1600,10078,35.88,7
62,30.81,257.29,800,10021,66.34,8
63,492.23,76.97,320,10066,4.75,7
64,247.81,128.91,1600,10068,33.36,7
65,247.80,333.24,320,10080,27.75,7
66,373.27,331.04,320,10100,62.63,8
67,243.81,403.37,320,10083,68.38,8
68,166.88,-2.74,1600,10086,29.46,7
69,330.01,388.95,1600,10032,28.88,7
70,149.71,-251.96,400,10042,51.51,7
71,-270.86,200.62,800,10048,40.97,7
72,-171.22,-268.57,1600,10051,57.62,7
73,133.07,-276.34,400,10042,75.13,8
74,10.69,471.47,800,10093,13.41,7
75,46.11,219.27,1600,10018,40.36,7
76,-28.52,92.54,320,10079,49.31,7
77,-49.08,-163.65,320,10067,17.37,7
78,-65.49,-496.77,800,10012,21.17,7
79,98.48,333.24,1600,10021,35.39,7
80,175.48,-17.05,800,10086,39.96,7
81,-195.04,212.09,1600,10048,72.83,8
82,121.82,-459.14,800,10019,42.55,7
83,195.98,173.94,400,10015,37.42,7
84,-152.88,-315.38,400,10051,40.24,7
85,127.16,230.73,800,10047,71.79,8
86,240.44,-297.79,320,10059,37.59,7
87,184.76,153.13,800,10015,13.77,7
88,32.44,-412.36,800,10111,48.97,7
89,377.38,186.12,1600,10103,80.70,8
90,-388.72,-138.40,400,10003,87.65,8
91,93.21,166.56,800,10094,35.49,7
92,275.77,-211.62,800,10060,42.92,7
93,-310.25,484.36,1600,10082,56.21,7
94,327.39,-168.52,1600,10112,48.46,7
95,-63.50,458.64,320,10081,61.55,7
96,264.87,199.08,1600,10053,25.33,7
97,185.79,-116.17,320,10045,64.26,8
98,443.05,416.27,320,10026,14.80,7
99,-296.45,293.66,400,10010,51.00,7
100,-202.71,404.93,320,10089,18.62,7
101,373.98,-1.86,400,10039,72.18,8
102,-337.24,-226.09,320,10076,38.99,7
103,-7.60,-36.34,320,10009,48.06,7
104,-4.02,-208.95,1600,10096,40.59,7
105,184.18,227.55,1600,10033,42.50,7
106,103.11,-7.58,320,10073,27.63,7
107,224.25,-321.79,1600,10059,24.13,7
108,-1.47,-378.74,1600,10111,56.19,7
109,-139.56,-175.19,320,10022,46.77,7
110,408.48,122.10,320,10087,69.93,8
111,318.13,-3.93,800,10039,118.50,8
112,-105.67,158.83,400,10062,29.69,7
113,-241.09,-348.77,1600,10028,45.63,7
114,-392.15,147.21,800,10098,50.89,7
115,-211.73,-168.61,1600,10065,47.38,7
116,-72.67,434.49,400,10109,47.99,7
117,-234.54,158.75,320,10048,17.25,7
118,-12.57,-342.73,320,10056,69.05,8
119,125.67,17.71,1600,10023,39.06,7
120,57.56,-73.80,320,10009,58.27,7
121,-105.61,-255.67,800,10036,26.50,7
122,229.36,138.65,320,10015,51.22,7
123,-161.76,397.56,1600,10074,46.89,7
124,-89.21,-494.59,320,10012,43.25,7
125,274.39,-206.32,1600,10060,46.76,7
126,365.53,221.01,1600,10103,61.60,7
127,-50.89,486.47,400,10081,38.49,7
128,-289.12,-26.11,320,10071,20.11,7
129,-406.08,-400.44,800,10101,20.78,7
130,-198.24,157.12,320,10113,50.69,7
131,-368.30,-448.49,1600,10101,40.36,7
132,-42.28,280.87,400,10078,67.53,8
133,-57.44,-380.89,400,10095,56.51,7
134,78.63,29.90,400,10102,29.07,7
135,-138.08,-195.71,320,10022,54.41,7
136,-23.42,-330.18,400,10085,71.68,8
137,25.75,118.93,400,10094,47.31,7
138,-266.34,329.81,1600,10069,75.36,8
139,-401.16,423.73,1600,10041,37.82,7
140,-18.27,-274.51,320,10036,70.11,8
141,-209.17,-142.81,320,10065,58.84,7
142,-155.75,314.91,400,10115,81.26,8
143,-463.67,-242.53,320,10027,51.26,7
144,125.96,336.10,800,10021,58.67,7
145,-278.99,-301.98,400,10030,13.39,7
146,-390.27,174.61,320,10098,78.17,8
147,219.46,-299.65,800,10059,17.40,7
148,-184.34,-65.99,1600,10110,48.40,7
149,-114.25,32.85,1600,10038,53.62,7
150,55.40,-485.42,800,10077,13.33,7
151,-117.83,-194.59,400,10022,39.06,7
152,-239.56,149.66,400,10113,16.13,7
153,419.59,185.99,320,10103,71.53,8
154,197.85,-188.05,400,10091,46.35,7
155,-494.00,32.96,320,10003,116.20,8
156,118.45,142.69,400,10047,38.01,7
157,-99.29,-137.85,400,10022,26.06,7
158,301.90,177.81,1600,10053,39.27,7
159,-467.11,-436.44,400,10050,46.96,7
160,-312.38,118.96,400,10113,70.67,8
161,67.83,-498.87,1600,10077,5.10,7
162,-194.76,-238.43,400,10051,83.69,8
163,357.56,-318.84,800,10008,60.12,7
164,167.34,379.01,400,10016,98.32,8
165,-186.77,385.01,1600,10089,40.60,7
166,-342.86,3.46,320,10058,14.43,7
167,175.65,404.17,1600,10016,72.09,8
168,-105.48,206.07,320,10115,38.86,7
169,47.40,238.96,320,10018,56.48,7
170,-266.88,426.58,400,10082,26.58,7
171,433.42,-5.59,400,10039,45.81,7
172,439.13,299.65,320,10103,48.54,7
173,94.50,157.20,320,10094,33.01,7
174,435.85,-175.46,320,10044,12.43,7
175,89.16,137.77,320,10094,28.61,7
176,275.42,294.91,800,10080,19.66,7
177,104.38,-29.44,1600,10073,15.82,7
178,295.49,365.09,320,10032,58.59,7
179,164.41,-87.52,400,10073,73.12,8
180,96.90,145.60,400,10094,34.38,7
181,-351.66,79.02,1600,10098,40.64,7
182,200.91,18.15,320,10086,18.99,7
183,15.05,-387.35,800,10111,43.14,7
184,10.35,-451.50,320,10012,67.22,8
185,-115.34,137.66,800,10062,40.33,7
186,-356.02,-86.92,1600,10071,70.49,8
187,-93.23,-482.54,400,10012,46.87,7
188,73.72,312.95,400,10021,6.66,7
189,-53.26,-22.64,320,10079,75.23,8
190,-441.28,-425.74,400,10050,31.08,7
191,97.28,-277.40,1600,10056,74.82,8
192,130.24,423.51,400,10016,76.65,8
193,-37.15,-61.44,320,10108,43.29,7
194,452.66,448.91,320,10105,29.28,7
195,267.01,-166.43,400,10045,50.95,7
196,-280.86,-22.45,320,10071,28.53,7
197,-33.83,384.32,320,10109,15.59,7
198,-316.23,-41.96,320,10071,13.99,7
199,266.45,404.78,800,10083,54.74,7
200,261.61,463.50,800,10083,28.85,7
201,-97.62,60.78,400,10038,31.32,7
202,122.17,-308.97,800,10056,72.73,8
203,-139.89,153.88,320,10062,23.09,7
204,-289.31,106.54,320,10113,53.54,7
205,-390.22,-126.44,1600,10003,75.99,8
206,146.52,92.69,400,10023,52.60,7
207,96.34,-441.14,400,10019,31.41,7
208,63.62,-257.37,1600,10064,51.60,7
209,-156.16,-490.93,320,10052,49.52,7
210,101.43,270.69,320,10021,44.30,7
211,433.27,-326.94,800,10120,33.97,7
212,-12.28,295.23,400,10078,80.73,8
213,465.68,-344.66,800,10017,24.49,7
214,382.20,-133.97,320,10112,35.09,7
215,247.64,-24.19,800,10086,80.13,8
216,446.64,-377.67,320,10120,25.74,7
217,123.19,218.67,320,10047,62.17,7
218,-315.93,-217.72,1600,10024,25.44,7
219,-297.02,126.13,1600,10113,54.26,7
220,-373.33,-272.45,320,10031,51.37,7
221,-486.13,-339.18,1600,10104,3.68,7
222,-38.15,148.55,320,10078,68.24,8
223,-399.14,114.23,1600,10098,20.78,7
224,-106.25,-3.57,800,10110,70.16,8
225,-206.82,-255.93,320,10051,67.68,8
226,66.16,-309.29,1600,10056,32.29,7
227,-68.16,313.90,320,10109,87.75,8
228,-143.62,497.97,1600,10074,63.15,8
229,23.55,-299.05,400,10056,52.57,7
230,199.79,-172.38,320,10091,61.85,7
231,146.71,-158.52,1600,10064,88.68,8
232,266.70,303.33,400,10080,8.67,7
233,181.92,404.19,800,10016,71.38,8
234,252.48,-202.07,320,10060,45.39,7
235,-310.94,91.11,1600,10106,63.74,8
236,-398.55,-342.72,1600,10084,29.58,7
237,-363.83,89.12,1600,10098,25.61,7
238,389.55,445.50,1600,10057,17.56,7
239,425.22,-30.95,800,10039,20.05,7
240,87.01,-331.16,400,10056,31.86,7
241,-23.65,315.55,320,10109,84.10,8
242,26.52,82.25,400,10102,53.89,7
243,-274.76,-235.83,400,10076,25.71,7
244,38.18,-483.35,320,10077,28.46,7
245,-152.45,-294.29,400,10051,48.81,7
246,-99.01,-192.83,400,10022,29.79,7
247,145.13,-56.66,800,10073,37.03,7
248,203.19,-167.11,1600,10091,67.08,8
249,259.21,-241.89,400,10060,9.00,7
250,-483.82,345.12,320,10118,70.55,8
251,100.76,-178.52,400,10064,40.02,7
252,26.83,348.00,800,10021,63.84,8
253,-243.77,-426.76,400,10028,76.14,8
254,389.81,111.41,400,10087,72.69,8
255,321.33,458.96,400,10083,32.56,7
256,-156.04,-140.06,1600,10004,41.12,7
257,-476.14,-494.92,800,10050,104.69,8
258,-207.11,208.26,320,10048,61.35,7
259,7.41,-32.53,1600,10009,51.75,7
260,-309.02,-16.35,320,10011,22.50,7
261,-456.61,-415.59,1600,10050,23.62,7
262,211.35,111.24,1600,10020,43.12,7
263,461.57,367.47,1600,10090,28.89,7
264,-24.05,257.28,320,10078,41.76,7
265,-493.02,78.61,400,10098,106.16,8
266,243.73,422.57,1600,10083,55.53,7
267,287.64,446.44,1600,10083,8.32,7
268,-225.10,-260.68,320,10030,57.34,7
269,-404.96,246.73,800,10043,24.36,7
270,-326.70,437.71,320,10082,64.88,8
271,-403.32,481.11,320,10054,12.93,7
272,-158.46,192.46,800,10062,32.90,7
273,-65.60,154.03,800,10062,68.27,8
274,100.49,-370.02,1600,10117,26.08,7
275,-122.00,-363.04,400,10095,15.11,7
276,-385.54,380.68,400,10041,11.09,7
277,-289.14,168.33,400,10048,38.67,7
278,-187.66,443.22,320,10006,5.09,7
279,-377.91,-461.74,400,10099,46.02,7
280,-100.70,-288.43,800,10085,16.25,7
281,-339.84,-191.75,800,10024,43.29,7
282,-494.57,149.79,1600,10034,97.68,8
283,-38.05,-415.82,320,10012,71.92,8
284,285.93,184.68,320,10053,28.89,7
285,367.20,-437.33,1600,10008,59.46,7
286,27.07,-322.87,320,10056,34.03,7
287,-390.48,-112.00,400,10003,62.82,8
288,138.41,200.34,400,10047,39.40,7
289,-93.38,322.43,400,10115,88.46,8
290,421.55,-278.27,320,10075,57.13,7
291,-125.80,-118.11,1600,10004,5.15,7
292,307.96,-112.68,400,10112,42.16,7
293,434.18,349.27,320,10090,6.97,7
294,214.43,135.20,400,10015,36.70,7
295,124.66,2.40,400,10073,32.00,7
296,171.84,-470.52,320,10072,50.29,7
297,99.71,-361.00,1600,10117,29.58,7
298,-304.10,277.41,320,10010,45.51,7
299,235.31,-315.97,400,10059,31.96,7
300,-187.01,-394.42,320,10013,48.88,7
301,-397.77,-20.22,800,10003,42.35,7
302,-300.28,-212.26,400,10024,12.31,7
303,447.00,-278.08,400,10075,36.42,7
304,278.46,436.35,1600,10083,21.14,7
305,-205.40,61.01,400,10107,14.06,7
306,373.41,-267.15,400,10075,99.92,8
307,129.36,332.55,320,10021,60.00,7
308,273.30,-471.55,400,10116,23.85,7
309,117.58,263.76,320,10021,60.09,7
310,-215.71,-423.25,320,10013,84.63,8
311,-327.28,-321.01,800,10031,15.69,7
312,-56.96,-121.29,400,10067,32.29,7
313,-399.31,-174.29,320,10027,61.11,7
314,107.60,-395.83,320,10117,36.24,7
315,249.72,-101.22,800,10045,17.18,7
316,-105.76,-227.81,400,10070,42.71,7
317,-431.77,401.55,800,10041,39.72,7
318,381.23,174.85,800,10103,89.27,8
319,-28.36,-207.57,1600,10096,16.98,7
320,-253.93,76.72,800,10106,13.98,7
321,-373.92,249.44,800,10043,24.78,7
322,-14.13,-307.51,320,10085,72.73,8
323,-366.61,-206.83,1600,10027,53.80,7
324,-497.17,400.77,800,10005,37.06,7
325,308.62,150.49,400,10068,42.97,7
326,-324.59,-455.27,320,10099,15.20,7
327,275.06,-387.04,320,10040,23.65,7
328,-292.74,494.20,400,10082,50.48,7
329,167.91,-34.17,320,10073,47.96,7
330,392.32,211.91,800,10103,50.93,7
331,-306.51,337.99,1600,10069,39.50,7
332,173.65,-176.15,800,10091,64.75,8
333,32.51,-42.76,400,10014,52.21,7
334,217.09,-39.93,400,10086,71.27,8
335,-494.16,-231.32,1600,10027,81.03,8
336,193.37,-55.90,1600,10073,77.86,8
337,153.09,-280.85,800,10059,58.08,7
338,14.35,-73.59,800,10009,17.47,7
339,-449.53,-405.68,320,10050,11.61,7
340,379.01,486.64,400,10057,49.93,7
341,-215.72,-319.86,800,10051,23.26,7
342,-61.01,353.78,400,10109,47.82,7
343,286.19,-113.70,1600,10045,36.48,7
344,-73.45,-396.61,400,10095,53.23,7
345,467.69,-390.77,320,10120,50.33,7
346,-340.68,302.60,800,10010,13.05,7
347,-104.32,-44.31,400,10004,71.77,8
348,245.01,470.04,320,10114,45.05,7
349,-411.47,-479.49,1600,10101,64.85,8
350,397.88,399.52,1600,10100,32.75,7
351,-80.86,-316.20,1600,10085,21.98,7
352,278.39,122.79,1600,10068,4.17,7
353,-38.51,-91.02,800,10108,36.45,7
354,101.83,335.53,400,10021,39.32,7
355,-297.77,303.23,400,10010,51.02,7
356,-428.68,462.55,800,10054,25.61,7
357,-115.49,-141.76,320,10004,30.30,7
358,416.85,-396.76,320,10120,37.88,7
359,375.60,-308.23,320,10008,69.99,8
360,428.68,-410.35,320,10061,40.86,7
361,468.39,8.80,1600,10087,58.24,7
362,-311.75,-212.81,400,10024,19.05,7
363,-238.11,248.68,1600,10048,84.60,8
364,221.82,-149.49,320,10045,41.97,7
365,-214.85,52.74,400,10107,16.44,7
366,457.71,124.06,400,10035,32.25,7
367,-67.13,-491.43,320,10012,20.96,7
368,-136.27,425.42,1600,10074,41.75,7
369,-235.38,301.02,800,10089,106.32,8
370,-313.97,229.70,800,10010,70.19,8
371,-493.05,198.10,320,10034,54.22,7
372,-488.32,386.34,1600,10005,50.64,7
373,139.20,-351.77,320,10092,28.48,7
374,175.69,370.05,800,10016,105.93,8
375,47.72,-344.80,320,10056,9.90,7
376,-277.02,-387.09,800,10028,25.73,7
377,360.78,45.78,800,10087,82.38,8
378,356.83,409.51,800,10057,32.49,7
379,456.11,-325.86,1600,10017,39.28,7
380,-252.83,-139.84,320,10049,20.74,7
381,127.88,-132.88,400,10064,92.33,8
382,17.39,-121.20,400,10108,39.38,7
383,194.09,-482.00,400,10072,57.68,7
384,119.47,193.69,400,10047,43.83,7
385,395.35,-258.59,400,10075,77.09,8
386,223.98,-35.61,320,10086,71.31,8
387,-323.34,-174.82,800,10024,36.36,7
388,137.91,-318.00,1600,10092,57.46,7
389,-475.42,-361.89,800,10104,23.34,7
390,-287.73,-114.72,320,10049,22.91,7
391,-370.34,-486.84,1600,10099,42.24,7
392,245.15,30.55,400,10020,46.68,7
393,-253.01,-275.36,400,10030,28.81,7
394,397.06,344.11,1600,10100,37.04,7
395,-82.83,239.47,800,10115,42.03,7
396,-407.51,-36.56,320,10003,23.34,7
397,380.73,140.10,800,10087,100.24,8
398,-285.26,-222.00,800,10076,22.42,7
399,-41.73,-197.42,400,10096,3.36,7
400,375.93,14.85,320,10087,80.22,8
401,153.76,144.51,320,10047,18.64,7
402,298.71,-110.33,400,10045,49.36,7
403,-177.55,136.66,400,10062,60.64,7
404,364.19,33.71,400,10087,82.15,8
405,-400.37,450.89,800,10119,14.50,7
406,76.48,-456.62,320,10019,12.07,7
407,17.72,424.10,800,10093,57.94,7
408,284.14,-361.16,400,10088,22.86,7
409,-267.43,97.11,1600,10106,36.96,7
410,319.10,-26.95,400,10112,102.13,8
411,290.92,-373.19,1600,10088,23.54,7
412,275.90,425.51,400,10083,31.96,7
413,-208.57,-252.04,1600,10051,71.86,8
414,-468.39,-387.84,400,10050,24.25,7
415,115.89,-288.21,400,10056,78.91,8
416,439.65,288.27,400,10103,39.36,7
417,226.85,-194.01,400,10091,47.04,7
418,-345.86,-409.87,320,10101,48.38,7
419,359.44,-177.31,800,10112,53.65,7
420,367.32,-358.20,320,10008,19.75,7
421,-109.95,432.72,320,10074,65.09,8
422,57.29,208.62,320,10018,43.92,7
423,-385.80,-499.95,1600,10099,62.09,7
424,-192.24,-468.35,800,10052,64.05,8
425,-464.96,147.55,800,10098,92.07,8
426,213.20,87.20,800,10020,19.19,7
427,-65.26,-185.96,400,10001,24.99,7
428,-419.62,-31.82,400,10003,24.61,7
429,364.87,-172.37,320,10112,50.36,7
430,-253.52,-305.05,1600,10030,12.67,7
431,-398.88,85.00,1600,10098,15.55,7
432,-417.42,-357.71,320,10084,41.10,7
433,489.54,-243.51,320,10075,19.24,7
434,-355.53,64.25,320,10029,39.22,7
435,-88.45,99.29,800,10038,30.02,7
436,390.42,-187.51,1600,10044,41.23,7
437,-342.45,247.23,800,10010,44.46,7
438,230.68,327.61,320,10080,38.27,7
439,-106.07,192.49,1600,10062,30.10,7
440,-120.13,438.96,800,10074,54.27,7
441,7.62,-459.91,320,10012,60.70,7
442,68.08,-377.34,1600,10117,7.81,7
443,-162.85,-387.79,800,10013,45.87,7
444,-393.73,-243.33,320,10027,21.64,7
445,407.05,168.22,800,10103,89.54,8
446,-144.63,58.64,320,10038,40.21,7
447,-109.11,216.20,400,10115,28.33,7
448,240.45,-53.12,800,10045,65.98,8
449,58.20,340.80,1600,10021,38.36,7
450,203.57,-279.32,1600,10097,25.15,7
451,-456.11,228.30,1600,10034,13.54,7
452,469.21,-203.63,1600,10075,48.19,7
453,-463.18,133.52,800,10098,83.49,8
454,-139.09,239.79,400,10115,14.24,7
455,-250.74,146.84,1600,10113,14.85,7
456,236.90,-497.79,320,10116,50.16,7
457,37.03,-106.90,800,10009,43.53,7
458,-415.61,-366.45,320,10050,41.05,7
459,-40.64,191.75,320,10078,28.37,7
460,26.83,-104.68,320,10009,33.90,7
461,33.25,-60.79,400,10009,40.29,7
462,79.77,-91.58,1600,10073,74.27,8
463,248.94,-54.77,400,10045,63.65,8
464,-469.68,306.15,800,10025,38.19,7
465,68.38,-444.59,1600,10019,26.32,7
466,274.66,292.31,1600,10080,21.61,7
467,39.58,-170.66,800,10064,48.39,7
468,-479.29,-86.27,400,10003,66.60,8
469,448.71,373.10,800,10090,21.79,7
470,217.51,-100.08,400,10045,37.31,7
471,207.00,433.18,1600,10016,46.88,7
472,-75.23,12.94,800,10079,64.56,8
473,-61.08,-238.12,320,10070,19.02,7
474,-413.40,-207.79,400,10027,26.01,7
475,-25.94,360.59,320,10109,40.36,7
476,8.37,135.25,400,10094,55.88,7
477,44.89,-325.17,320,10056,18.85,7
478,474.50,-304.46,800,10017,43.88,7
479,37.66,-355.75,1600,10111,20.35,7
480,292.57,361.76,400,10080,56.67,7
481,-57.21,68.75,400,10079,45.63,7
482,32.22,493.53,1600,10093,35.53,7
483,-469.93,-67.55,800,10003,51.40,7
484,473.15,19.05,400,10087,52.06,7
485,222.38,493.11,800,10016,39.87,7
486,27.02,1.48,1600,10014,29.99,7
487,-376.03,-453.63,800,10101,40.56,7
488,-449.74,-479.14,800,10101,83.59,8
489,-109.71,58.52,400,10038,28.54,7
490,103.41,-148.91,800,10064,65.52,8
491,-283.54,293.88,1600,10010,63.90,8
492,262.68,-173.90,1600,10045,56.92,7
493,321.84,-143.84,800,10112,32.61,7
494,-357.11,-170.69,320,10024,66.65,8
495,256.14,-448.31,320,10002,43.89,7
496,-270.02,78.70,800,10106,22.71,7
497,-160.93,202.67,400,10062,41.07,7
498,122.99,252.94,400,10021,71.69,8
499,-397.56,-356.78,1600,10084,42.77,7
500,226.14,246.64,800,10033,39.44,7
501,-288.40,463.09,800,10082,26.76,7
502,-234.18,225.77,400,10048,62.95,8
503,-186.44,47.61,320,10107,12.56,7
504,293.75,190.50,800,10053,24.44,7
505,292.99,-53.36,800,10045,77.97,8
506,285.35,176.63,320,10053,36.93,7
507,-220.82,-484.30,400,10052,96.41,8
508,319.37,138.69,800,10068,44.47,7
509,-119.57,241.13,400,10115,5.46,7
510,0.02,-32.73,800,10009,51.04,7
511,470.69,178.88,1600,10035,80.54,8
512,-264.75,444.70,320,10082,8.34,7
513,325.89,-241.74,800,10060,73.97,8
514,272.71,-447.99,1600,10002,29.35,7
515,-451.17,345.00,400,10025,59.47,7
