ID,X,Y,Channel,UF,Connected EDs
2053,-229.59,496.25,0,0.01,12
2001,-249.41,445.02,1,0.02,17
2059,-306.89,373.89,2,0.03,31
2018,-181.13,386.56,3,0.03,35
2071,-488.38,499.00,4,0.02,20
2065,-460.94,332.89,5,0.03,25
2063,-404.73,284.60,6,0.01,11
2043,-56.74,428.52,7,0.03,35
2091,-333.71,242.09,8,0.04,37
2042,-397.94,258.65,9,0.01,8
2062,-376.15,244.81,10,0.01,9
2098,-163.01,255.45,11,0.06,55
2007,29.14,314.68,4,0.03,36
2090,67.17,392.25,5,0.01,5
2002,88.62,435.08,6,0.01,12
2058,96.77,394.40,9,0.00,2
2024,-167.51,107.33,12,0.04,45
2075,-0.41,208.11,13,0.03,29
2077,-496.62,130.92,7,0.02,21
2032,-316.40,73.57,14,0.03,31
2040,-381.45,61.37,15,0.02,29
2097,123.73,351.89,10,0.02,25
2066,-220.61,28.65,16,0.01,11
2087,78.28,203.91,17,0.03,27
2005,-449.92,25.91,17,0.04,34
2064,-220.00,1.18,18,0.00,2
2092,-235.14,-5.30,19,0.02,19
2052,44.67,116.46,20,0.02,19
2054,-180.04,-10.31,21,0.01,12
2017,220.26,427.65,2,0.02,26
2051,-9.37,50.94,22,0.02,20
2021,225.36,399.66,8,0.01,9
2013,-100.42,-6.22,23,0.02,20
2046,186.98,231.34,14,0.03,32
2047,231.74,290.84,1,0.01,9
2009,14.28,-22.53,24,0.01,13
2038,106.09,37.88,25,0.02,19
2039,306.69,352.85,12,0.02,16
2060,127.13,31.23,15,0.01,7
2041,302.71,297.80,16,0.01,13
2093,-184.29,-131.35,1,0.02,19
2078,179.63,64.36,26,0.03,29
2028,-5.29,-78.55,2,0.04,40
2057,-400.52,-167.49,3,0.02,26
2072,360.97,356.34,3,0.01,9
2037,-468.34,-158.75,4,0.02,21
2025,143.45,-28.86,27,0.01,12
2102,-118.78,-166.51,5,0.03,25
2067,-167.47,-183.93,6,0.02,19
2073,-142.49,-179.64,9,0.00,4
2033,-398.82,-189.95,11,0.01,10
2004,403.83,434.52,11,0.04,39
2076,-372.17,-202.96,13,0.03,26
2050,411.15,361.67,18,0.01,7
2008,169.74,-53.30,7,0.03,28
2074,354.80,184.03,19,0.02,22
2027,410.47,343.22,21,0.01,12
2045,314.56,89.90,28,0.01,16
2085,349.10,95.36,29,0.01,7
2094,309.41,31.82,30,0.02,19
2086,407.50,192.79,23,0.02,16
2006,-350.11,-280.80,8,0.02,27
2014,356.17,4.59,6,0.02,16
2061,490.92,270.79,22,0.02,16
2035,-103.10,-300.09,10,0.05,47
2079,254.29,-111.29,8,0.01,12
2030,225.93,-151.57,3,0.03,27
2010,-314.29,-336.48,7,0.01,12
2029,460.62,146.83,31,0.02,16
2020,237.01,-148.38,4,0.00,1
2026,-369.25,-338.26,20,0.03,30
2080,291.51,-103.74,11,0.01,5
2084,292.77,-107.15,32,0.01,10
2019,-260.49,-348.80,25,0.03,31
2089,495.12,188.80,24,0.01,6
2068,255.34,-150.91,33,0.01,9
2100,343.68,-73.01,34,0.02,21
2096,150.10,-272.71,13,0.02,29
2031,475.19,7.24,5,0.03,29
2003,121.30,-324.96,12,0.04,42
2095,-184.63,-422.90,14,0.03,37
2034,195.57,-293.68,16,0.01,12
2101,-403.30,-447.28,2,0.05,52
2083,330.95,-233.85,1,0.03,32
2070,-28.05,-449.52,15,0.06,50
2069,319.77,-273.32,14,0.01,9
2088,463.44,-134.80,9,0.01,16
2049,222.10,-346.37,17,0.02,14
2023,489.33,-149.25,10,0.01,9
2081,201.29,-398.70,18,0.01,8
2000,202.90,-406.05,19,0.01,7
2044,237.62,-423.63,20,0.01,8
2036,331.82,-367.01,21,0.01,6
2048,451.29,-266.32,22,0.01,12
2099,381.98,-334.02,23,0.01,9
2016,298.03,-397.14,31,0.01,12
2012,249.69,-434.50,26,0.01,8
