ID,X,Y,Channel,UF,Connected EDs
502,-29.62,-16.73,0,0.03,167
501,24.96,-11.62,1,0.04,253
500,-46.43,44.10,2,0.01,80
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,3600,501,9.12,7
1,29.84,41.16,3600,501,53.01,7
2,-16.48,26.82,3600,500,34.57,7
3,5.40,-2.26,3600,501,21.69,7
4,-13.52,1.34,3600,502,24.20,7
5,41.62,13.57,3600,501,30.20,7
6,-35.84,10.70,3600,502,28.12,7
7,-25.71,-36.28,3600,502,19.94,7
8,-34.33,-9.91,3600,502,8.29,7
9,-39.12,49.89,3600,500,9.33,7
10,1.29,33.91,3600,500,48.79,7
11,-20.40,13.76,3600,502,31.85,7
12,-0.64,47.28,3600,500,45.89,7
13,27.14,2.67,3600,501,14.46,7
14,-9.98,39.15,3600,500,36.78,7
15,-14.75,30.77,3600,500,34.36,7
16,-43.02,44.93,3600,500,3.50,7
17,-41.39,-30.78,3600,502,18.33,7
18,39.02,-15.11,3600,501,14.48,7
19,-48.00,-4.23,3600,502,22.22,7
20,-26.17,47.06,3600,500,20.47,7
21,35.09,-23.33,3600,501,15.48,7
22,-12.48,26.02,3600,500,38.46,7
23,16.77,3.16,3600,501,16.90,7
24,-6.24,43.18,3600,500,40.20,7
25,22.10,-21.57,3600,501,10.35,7
26,14.00,-14.60,3600,501,11.36,7
27,-33.40,-5.99,3600,502,11.38,7
28,32.92,-16.97,3600,501,9.58,7
29,39.34,-14.96,3600,501,14.76,7
30,45.65,8.86,3600,501,29.11,7
31,35.87,-6.04,3600,501,12.25,7
32,-10.16,31.48,3600,500,38.40,7
33,41.10,-1.75,3600,501,18.91,7
34,45.03,42.01,3600,501,57.26,7
35,38.11,14.11,3600,501,28.89,7
36,11.96,-21.89,3600,501,16.57,7
37,-19.25,-5.30,3600,502,15.43,7
38,-31.25,-22.38,3600,502,5.88,7
39,-8.35,-33.04,3600,502,26.81,7
40,-39.68,-37.39,3600,502,22.99,7
41,26.05,48.48,3600,501,60.11,7
42,18.44,-11.68,3600,501,6.52,7
43,-13.13,-20.58,3600,502,16.93,7
44,8.45,-25.56,3600,501,21.61,7
45,23.21,-37.45,3600,501,25.89,7
46,-33.59,24.51,3600,500,23.42,7
47,45.01,-44.75,3600,501,38.72,7
48,-32.38,-25.99,3600,502,9.67,7
49,23.27,15.66,3600,501,27.33,7
50,13.95,25.97,3600,501,39.18,7
51,-36.51,2.02,3600,502,19.97,7
52,-43.01,-29.53,3600,502,18.53,7
53,31.97,7.33,3600,501,20.21,7
54,-44.81,-34.22,900,502,23.17,7
55,-29.57,39.00,3600,500,17.61,7
56,49.78,-44.59,3600,501,41.27,7
57,-42.77,-49.58,3600,502,35.39,7
58,9.39,-31.96,3600,501,25.62,7
59,-10.83,41.30,3600,500,35.70,7
60,-14.09,5.25,3600,502,26.91,7
61,-4.74,18.74,3600,501,42.48,7
62,3.08,25.73,3600,501,43.29,7
63,49.22,7.70,3600,501,31.01,7
64,24.78,12.89,3600,501,24.51,7
65,24.78,33.32,3600,501,44.95,7
66,37.33,33.10,1800,501,46.40,7
67,24.38,40.34,900,501,51.96,7
68,16.69,-0.27,3600,501,14.05,7
69,33.00,38.89,3600,501,51.15,7
70,14.97,-25.20,3600,501,16.86,7
71,-27.09,20.06,3600,500,30.85,7
72,-17.12,-26.86,3600,502,16.09,7
