ID,X,Y,Channel,UF,Connected EDs
2000,-24.59,29.23,0,0.47,475
2003,13.74,24.42,1,0.50,529
2001,-31.63,-39.16,2,0.48,479
2002,35.33,-15.67,3,0.50,517
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,320,2002,5.28,7
1,29.84,41.16,1600,2003,23.24,7
2,-16.48,26.82,800,2000,8.47,7
3,5.40,-2.26,400,2003,27.95,7
4,-13.52,1.34,320,2000,30.01,7
5,41.62,13.57,400,2002,29.91,7
6,-35.84,10.70,1600,2000,21.68,7
7,-25.71,-36.28,320,2001,6.59,7
8,-34.33,-9.91,1600,2001,29.38,7
9,-39.12,49.89,1600,2000,25.25,7
10,1.29,33.91,400,2003,15.65,7
11,-20.40,13.76,400,2000,16.04,7
12,-0.64,47.28,800,2003,27.01,7
13,27.14,2.67,320,2002,20.09,7
14,-9.98,39.15,800,2000,17.66,7
15,-14.75,30.77,320,2000,9.96,7
16,-43.02,44.93,400,2000,24.21,7
17,-41.39,-30.78,400,2001,12.87,7
18,39.02,-15.11,1600,2002,3.74,7
19,-48.00,-4.23,1600,2001,38.58,7
20,-26.17,47.06,320,2000,17.90,7
21,35.09,-23.33,400,2002,7.67,7
22,-12.48,26.02,400,2000,12.53,7
23,16.77,3.16,1600,2003,21.47,7
24,-6.24,43.18,320,2000,23.05,7
25,22.10,-21.57,400,2002,14.49,7
26,14.00,-14.60,400,2002,21.36,7
27,-33.40,-5.99,320,2001,33.22,7
28,32.92,-16.97,1600,2002,2.74,7
29,39.34,-14.96,400,2002,4.07,7
30,45.65,8.86,400,2002,26.62,7
31,35.87,-6.04,320,2002,9.64,7
32,-10.16,31.48,400,2000,14.61,7
33,41.10,-1.75,1600,2002,15.07,7
34,45.03,42.01,1600,2003,35.90,7
35,38.11,14.11,800,2003,26.46,7
36,11.96,-21.89,320,2002,24.18,7
37,-19.25,-5.30,1600,2000,34.94,7
38,-31.25,-22.38,400,2001,16.79,7
39,-8.35,-33.04,320,2001,24.07,7
40,-39.68,-37.39,800,2001,8.24,7
41,26.05,48.48,320,2003,27.03,7
42,18.44,-11.68,400,2002,17.35,7
43,-13.13,-20.58,1600,2001,26.22,7
44,8.45,-25.56,1600,2002,28.64,7
45,23.21,-37.45,320,2002,24.92,7
46,-33.59,24.51,1600,2000,10.16,7
47,45.01,-44.75,400,2002,30.65,7
48,-32.38,-25.99,320,2001,13.19,7
49,23.27,15.66,320,2003,12.94,7
50,13.95,25.97,1600,2003,1.57,7
51,-36.51,2.02,1600,2000,29.71,7
52,-43.01,-29.53,800,2001,14.91,7
53,31.97,7.33,320,2002,23.25,7
54,-44.81,-34.22,320,2001,14.07,7
55,-29.57,39.00,1600,2000,10.96,7
56,49.78,-44.59,320,2002,32.33,7
57,-42.77,-49.58,320,2001,15.25,7
58,9.39,-31.96,1600,2002,30.63,7
59,-10.83,41.30,320,2000,18.30,7
60,-14.09,5.25,400,2000,26.18,7
61,-4.74,18.74,1600,2003,19.33,7
62,3.08,25.73,800,2003,10.74,7
63,49.22,7.70,320,2002,27.19,7
64,24.78,12.89,1600,2003,15.96,7
65,24.78,33.32,320,2003,14.19,7
66,37.33,33.10,320,2003,25.14,7
67,24.38,40.34,320,2003,19.15,7
68,16.69,-0.27,1600,2002,24.18,7
69,33.00,38.89,1600,2003,24.10,7
70,14.97,-25.20,400,2002,22.48,7
71,-27.09,20.06,800,2000,9.51,7
72,-17.12,-26.86,1600,2001,19.02,7
73,13.31,-27.63,400,2002,25.06,7
74,1.07,47.15,800,2003,26.02,7
75,4.61,21.93,1600,2003,9.46,7
76,-2.85,9.25,320,2003,22.47,7
77,-4.91,-16.36,320,2001,35.13,7
78,-6.55,-49.68,800,2001,27.20,7
79,9.85,33.32,1600,2003,9.72,7
80,17.55,-1.70,800,2002,22.61,7
81,-19.50,21.21,1600,2000,9.50,7
82,12.18,-45.91,800,2002,38.08,7
83,19.60,17.39,400,2003,9.15,7
84,-15.29,-31.54,400,2001,18.03,7
85,12.72,23.07,800,2003,1.69,7
86,24.04,-29.78,320,2002,18.07,7
87,18.48,15.31,800,2003,10.26,7
88,3.24,-41.24,800,2001,34.94,7
89,37.74,18.61,1600,2003,24.69,7
90,-38.87,-13.84,400,2001,26.34,7
91,9.32,16.66,800,2003,8.93,7
92,27.58,-21.16,800,2002,9.50,7
93,-31.02,48.44,1600,2000,20.25,7
94,32.74,-16.85,1600,2002,2.85,7
95,-6.35,45.86,320,2000,24.68,7
96,26.49,19.91,1600,2003,13.53,7
97,18.58,-11.62,320,2002,17.23,7
98,44.31,41.63,320,2003,35.08,7
99,-29.65,29.37,400,2000,5.05,7
100,-20.27,40.49,320,2000,12.06,7
101,37.40,-0.19,400,2002,15.62,7
102,-33.72,-22.61,320,2001,16.69,7
103,-0.76,-3.63,320,2003,31.57,7
104,-0.40,-20.89,1600,2002,36.11,7
105,18.42,22.76,1600,2003,4.97,7
106,10.31,-0.76,320,2003,25.40,7
107,22.43,-32.18,1600,2002,20.95,7
108,-0.15,-37.87,1600,2001,31.51,7
109,-13.96,-17.52,320,2001,27.94,7
110,40.85,12.21,320,2002,28.42,7
111,31.81,-0.39,800,2002,15.68,7
112,-10.57,15.88,400,2000,19.36,7
113,-24.11,-34.88,1600,2001,8.66,7
114,-39.22,14.72,800,2000,20.60,7
115,-21.17,-16.86,1600,2001,24.63,7
116,-7.27,43.45,400,2000,22.41,7
117,-23.45,15.87,320,2000,13.41,7
118,-1.26,-34.27,320,2001,30.76,7
119,12.57,1.77,1600,2003,22.67,7
120,5.76,-7.38,320,2002,30.71,7
121,-10.56,-25.57,800,2001,25.07,7
122,22.94,13.87,320,2003,14.00,7
123,-16.18,39.76,1600,2000,13.47,7
124,-8.92,-49.46,320,2001,24.93,7
125,27.44,-20.63,1600,2002,9.32,7
126,36.55,22.10,1600,2003,22.94,7
127,-5.09,48.65,400,2000,27.52,7
128,-28.91,-2.61,320,2000,32.14,7
129,-40.61,-40.04,800,2001,9.02,7
130,-19.82,15.71,320,2000,14.34,7
131,-36.83,-44.85,1600,2001,7.71,7
132,-4.23,28.09,400,2003,18.34,7
133,-5.74,-38.09,400,2001,25.91,7
134,7.86,2.99,400,2003,22.22,7
135,-13.81,-19.57,320,2001,26.48,7
136,-2.34,-33.02,400,2001,29.93,7
137,2.57,11.89,400,2003,16.77,7
138,-26.63,32.98,1600,2000,4.27,7
139,-40.12,42.37,1600,2000,20.34,7
140,-1.83,-27.45,320,2001,32.02,7
141,-20.92,-14.28,320,2001,27.09,7
142,-15.57,31.49,400,2000,9.30,7
143,-46.37,-24.25,320,2001,20.96,7
144,12.60,33.61,800,2003,9.27,7
145,-27.90,-30.20,400,2001,9.71,7
146,-39.03,17.46,320,2000,18.63,7
147,21.95,-29.96,800,2002,19.58,7
148,-18.43,-6.60,1600,2001,35.14,7
149,-11.43,3.28,1600,2000,29.10,7
150,5.54,-48.54,800,2001,38.34,7
151,-11.78,-19.46,400,2001,27.97,7
152,-23.96,14.97,400,2000,14.28,7
153,41.96,18.60,320,2003,28.82,7
154,19.78,-18.80,400,2002,15.86,7
155,-49.40,3.30,320,2000,35.89,7
156,11.84,14.27,400,2003,10.32,7
157,-9.93,-13.78,400,2001,33.39,7
158,30.19,17.78,1600,2003,17.74,7
159,-46.71,-43.64,400,2001,15.73,7
160,-31.24,11.90,400,2000,18.57,7
161,6.78,-49.89,1600,2001,39.88,7
162,-19.48,-23.84,400,2001,19.56,7
163,35.76,-31.88,800,2002,16.22,7
164,16.73,37.90,400,2003,13.82,7
165,-18.68,38.50,1600,2000,10.99,7
166,-34.29,0.35,320,2000,30.47,7
167,17.57,40.42,1600,2003,16.45,7
168,-10.55,20.61,320,2000,16.48,7
169,4.74,23.90,320,2003,9.01,7
170,-26.69,42.66,400,2000,13.59,7
171,43.34,-0.56,400,2002,17.10,7
172,43.91,29.96,320,2003,30.68,7
173,9.45,15.72,320,2003,9.69,7
174,43.59,-17.55,320,2002,8.47,7
175,8.92,13.78,320,2003,11.68,7
176,27.54,29.49,800,2003,14.71,7
177,10.44,-2.94,1600,2003,27.56,7
178,29.55,36.51,320,2003,19.91,7
179,16.44,-8.75,400,2002,20.12,7
180,9.69,14.56,400,2003,10.65,7
181,-35.17,7.90,1600,2000,23.81,7
182,20.09,1.82,320,2002,23.19,7
183,1.50,-38.74,800,2001,33.14,7
184,1.03,-45.15,320,2001,33.21,7
185,-11.53,13.77,800,2000,20.24,7
186,-35.60,-8.69,1600,2001,30.73,7
187,-9.32,-48.25,400,2001,24.09,7
188,7.37,31.29,400,2003,9.37,7
189,-5.33,-2.26,320,2003,32.79,7
190,-44.13,-42.57,400,2001,12.95,7
191,9.73,-27.74,1600,2002,28.30,7
192,13.02,42.35,400,2003,17.95,7
193,-3.71,-6.14,320,2003,35.19,7
194,45.27,44.89,320,2003,37.60,7
195,26.70,-16.64,400,2002,8.68,7
196,-28.09,-2.24,320,2000,31.67,7
197,-3.38,38.43,320,2003,22.12,7
198,-31.62,-4.20,320,2000,34.16,7
199,26.64,40.48,800,2003,20.61,7
200,26.16,46.35,800,2003,25.21,7
201,-9.76,6.08,400,2000,27.50,7
202,12.22,-30.90,800,2002,27.68,7
203,-13.99,15.39,320,2000,17.44,7
204,-28.93,10.65,320,2000,19.08,7
205,-39.02,-12.64,1600,2001,27.53,7
206,14.65,9.27,400,2003,15.17,7
207,9.63,-44.11,400,2002,38.33,7
208,6.36,-25.74,1600,2002,30.67,7
209,-15.62,-49.09,320,2001,18.84,7
210,10.14,27.07,320,2003,4.47,7
211,43.33,-32.69,800,2002,18.81,7
212,-1.23,29.52,400,2003,15.81,7
213,46.57,-34.47,800,2002,21.90,7
214,38.22,-13.40,320,2002,3.68,7
215,24.76,-2.42,800,2002,16.95,7
216,44.66,-37.77,320,2002,23.99,7
217,12.32,21.87,320,2003,2.92,7
218,-31.59,-21.77,1600,2001,17.39,7
219,-29.70,12.61,1600,2000,17.39,7
220,-37.33,-27.24,320,2001,13.21,7
221,-48.61,-33.92,1600,2001,17.77,7
222,-3.82,14.85,320,2003,19.99,7
223,-39.91,11.42,1600,2000,23.50,7
224,-10.63,-0.36,800,2000,32.72,7
225,-20.68,-25.59,320,2001,17.44,7
226,6.62,-30.93,1600,2002,32.51,7
227,-6.82,31.39,320,2000,17.91,7
