ID,X,Y,Channel,UF,Connected EDs
102,-33.62,1.15,0,0.04,41
101,35.79,37.46,1,0.03,34
100,45.69,-38.77,2,0.03,25
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,320,100,30.53,7
1,29.84,41.16,1600,101,7.01,7
2,-16.48,26.82,800,102,30.87,7
3,5.40,-2.26,400,102,39.17,7
4,-13.52,1.34,320,102,20.10,7
5,41.62,13.57,400,101,24.59,7
6,-35.84,10.70,1600,102,9.80,7
7,-25.71,-36.28,320,102,38.26,7
8,-34.33,-9.91,1600,102,11.08,7
9,-39.12,49.89,1600,102,49.05,7
10,1.29,33.91,400,101,34.68,7
11,-20.40,13.76,400,102,18.27,7
12,-0.64,47.28,800,101,37.74,7
13,27.14,2.67,320,101,35.84,7
14,-9.98,39.15,800,102,44.76,7
15,-14.75,30.77,320,102,35.12,7
16,-43.02,44.93,400,102,44.78,7
17,-41.39,-30.78,400,102,32.86,7
18,39.02,-15.11,1600,100,24.58,7
19,-48.00,-4.23,1600,102,15.35,7
20,-26.17,47.06,320,102,46.51,7
21,35.09,-23.33,400,100,18.73,7
22,-12.48,26.02,400,102,32.65,7
23,16.77,3.16,1600,101,39.22,7
24,-6.24,43.18,320,101,42.42,7
25,22.10,-21.57,400,100,29.20,7
26,14.00,-14.60,400,100,39.86,7
27,-33.40,-5.99,320,102,7.15,7
28,32.92,-16.97,1600,100,25.27,7
29,39.34,-14.96,400,100,24.64,7
30,45.65,8.86,400,101,30.24,7
31,35.87,-6.04,320,100,34.17,7
32,-10.16,31.48,400,102,38.34,7
33,41.10,-1.75,1600,100,37.30,7
34,45.03,42.01,1600,101,10.29,7
35,38.11,14.11,800,101,23.46,7
36,11.96,-21.89,320,100,37.72,7
37,-19.25,-5.30,1600,102,15.75,7
38,-31.25,-22.38,400,102,23.65,7
39,-8.35,-33.04,320,102,42.52,7
40,-39.68,-37.39,800,102,39.02,7
41,26.05,48.48,320,101,14.71,7
42,18.44,-11.68,400,100,38.42,7
43,-13.13,-20.58,1600,102,29.87,7
44,8.45,-25.56,1600,100,39.52,7
45,23.21,-37.45,320,100,22.52,7
46,-33.59,24.51,1600,102,23.35,7
47,45.01,-44.75,400,100,6.02,7
48,-32.38,-25.99,320,102,27.18,7
49,23.27,15.66,320,101,25.14,7
50,13.95,25.97,1600,101,24.68,7
51,-36.51,2.02,1600,102,3.01,7
52,-43.01,-29.53,800,102,32.09,7
53,31.97,7.33,320,101,30.37,7
54,-44.81,-34.22,320,102,37.10,7
55,-29.57,39.00,1600,102,38.06,7
56,49.78,-44.59,320,100,7.12,7
57,-42.77,-49.58,320,102,51.55,7
58,9.39,-31.96,1600,100,36.94,7
59,-10.83,41.30,320,102,46.17,7
60,-14.09,5.25,400,102,19.96,7
61,-4.74,18.74,1600,102,33.81,7
62,3.08,25.73,800,101,34.75,7
63,49.22,7.70,320,101,32.65,7
64,24.78,12.89,1600,101,26.92,7
65,24.78,33.32,320,101,11.76,7
66,37.33,33.10,320,101,4.62,7
67,24.38,40.34,320,101,11.77,7
68,16.69,-0.27,1600,101,42.29,7
69,33.00,38.89,1600,101,3.14,7
70,14.97,-25.20,400,100,33.59,7
71,-27.09,20.06,800,102,20.01,7
72,-17.12,-26.86,1600,102,32.51,7
73,13.31,-27.63,400,100,34.25,7
74,1.07,47.15,800,101,36.05,7
75,4.61,21.93,1600,101,34.84,7
76,-2.85,9.25,320,102,31.82,7
77,-4.91,-16.36,320,102,33.64,7
78,-6.55,-49.68,800,100,53.37,7
79,9.85,33.32,1600,101,26.27,7
80,17.55,-1.70,800,101,43.20,7
81,-19.50,21.21,1600,102,24.53,7
82,12.18,-45.91,800,100,34.26,7
83,19.60,17.39,400,101,25.78,7
84,-15.29,-31.54,400,102,37.48,7
85,12.72,23.07,800,101,27.19,7
86,24.04,-29.78,320,100,23.44,7
87,18.48,15.31,800,101,28.11,7
88,3.24,-41.24,800,100,42.52,7
89,37.74,18.61,1600,101,18.95,7
90,-38.87,-13.84,400,102,15.89,7
91,9.32,16.66,800,101,33.67,7
92,27.58,-21.16,800,100,25.26,7
93,-31.02,48.44,1600,102,47.35,7
94,32.74,-16.85,1600,100,25.46,7
95,-6.35,45.86,320,101,42.97,7
96,26.49,19.91,1600,101,19.87,7
97,18.58,-11.62,320,100,38.37,7
98,44.31,41.63,320,101,9.48,7
99,-29.65,29.37,400,102,28.49,7
